candidate_id,before_evidence_contextual,after_evidence_contextual,before_missing_evidence,after_missing_evidence,before_wrong_evidence_auto,after_wrong_evidence_auto,before_prediction_only,after_prediction_only,before_risk_count,after_risk_count,actions
rf-edit-0278::qwen3_8b::natural::evidence_canonicalized,False,True,True,False,False,False,False,False,4,2,"{""added_left_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0278::qwen3_8b::rule_grounded::evidence_canonicalized,False,True,True,False,False,False,False,False,4,2,"{""added_left_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0279::qwen3_8b::natural::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_left_context"": 1, ""added_modified_token_evidence"": 1, ""added_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0279::qwen3_8b::rule_grounded::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_left_context"": 1, ""added_modified_token_evidence"": 1, ""added_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0283::qwen3_8b::natural::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_left_context"": 1, ""added_modified_token_evidence"": 1, ""added_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0283::qwen3_8b::rule_grounded::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_left_context"": 1, ""added_modified_token_evidence"": 1, ""added_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0284::qwen3_8b::natural::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_modified_token_evidence"": 1, ""added_noun_left_context"": 1, ""added_noun_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0284::qwen3_8b::rule_grounded::evidence_canonicalized,True,True,False,False,True,False,True,False,5,2,"{""added_modified_token_evidence"": 1, ""added_noun_left_context"": 1, ""added_noun_right_context"": 1}"
rf-edit-0287::qwen3_8b::natural::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_modified_token_evidence"": 1, ""added_noun_left_context"": 1, ""added_noun_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0287::qwen3_8b::rule_grounded::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_modified_token_evidence"": 1, ""added_noun_left_context"": 1, ""added_noun_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0289::qwen3_8b::natural::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_left_context"": 1, ""added_modified_token_evidence"": 1, ""added_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0289::qwen3_8b::rule_grounded::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_left_context"": 1, ""added_modified_token_evidence"": 1, ""added_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0290::qwen3_8b::natural::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_left_context"": 1, ""added_modified_token_evidence"": 1, ""added_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0290::qwen3_8b::rule_grounded::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_left_context"": 1, ""added_modified_token_evidence"": 1, ""added_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0291::qwen3_8b::natural::evidence_canonicalized,True,True,False,False,False,False,False,False,5,5,"{""added_left_context"": 1, ""added_modified_token_evidence"": 1, ""added_right_context"": 1, ""kept_existing_valid_source_spans"": 2}"
rf-edit-0291::qwen3_8b::rule_grounded::evidence_canonicalized,True,True,False,False,False,False,False,False,5,5,"{""added_left_context"": 1, ""added_modified_token_evidence"": 1, ""added_right_context"": 1, ""kept_existing_valid_source_spans"": 2}"
rf-edit-0292::qwen3_8b::natural::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_modified_token_evidence"": 1, ""added_noun_left_context"": 1, ""added_noun_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0292::qwen3_8b::rule_grounded::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_modified_token_evidence"": 1, ""added_noun_left_context"": 1, ""added_noun_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0293::qwen3_8b::natural::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_left_context"": 1, ""added_modified_token_evidence"": 1, ""added_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0293::qwen3_8b::rule_grounded::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_left_context"": 1, ""added_modified_token_evidence"": 1, ""added_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0294::qwen3_8b::natural::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_left_context"": 1, ""added_modified_token_evidence"": 1, ""added_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
rf-edit-0294::qwen3_8b::rule_grounded::evidence_canonicalized,True,True,False,False,False,False,False,False,2,2,"{""added_left_context"": 1, ""added_modified_token_evidence"": 1, ""added_right_context"": 1, ""kept_existing_valid_source_spans"": 1}"
