candidate_id,decision,rule_plausibility_label,evidence_sufficiency_label,reasons,target_masked_score,dataset,model_key,operation,error_type,error_category,source_text,target_text,rule_text,rationale,evidence_spans_json
rf-edit-0293::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,reject,plausible,insufficient,missing_required_evidence:specific_source_evidence;evidence_not_mentioned_in_rule_or_rationale;unsupported_high_confidence,0.9,EXPECT,coedit_large,replace,R:OTHER,lexical_choice,respectable,respectable.,A period should follow a sentence if it ends with a declarative statement.,The word 'respectable' is part of a sentence that ends with a declarative statement. A period is needed after 'respectable' to properly terminate the sentence and separate it from the following content.,"[{""end"": 92, ""role"": ""token"", ""source"": ""kept_existing"", ""start"": 91, ""text"": ""respectable""}, {""end"": 92, ""role"": ""modified_token"", ""source"": ""structured_heuristic"", ""start"": 91, ""text"": ""respectable""}, {""end"": 90, ""role"": ""left_context"", ""source"": ""structured_heuristic"", ""start"": 89, ""text"": ""staff""}, {""end"": 93, ""role"": ""right_context"", ""source"": ""structured_heuristic"", ""start"": 92, ""text"": ""I""}]"
rf-edit-0293::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,reject,plausible,insufficient,missing_required_evidence:specific_source_evidence;evidence_not_mentioned_in_rule_or_rationale;unsupported_high_confidence,0.9,EXPECT,coedit_large,replace,R:OTHER,lexical_choice,respectable,respectable.,Add a period after a sentence-ending word if it is followed by a new sentence.,The edit adds a period after 'respectable' to properly terminate the sentence and separate it from the following sentence. This is a stylistic improvement to ensure clarity and proper punctuation.,"[{""end"": 92, ""role"": ""token"", ""source"": ""kept_existing"", ""start"": 91, ""text"": ""respectable""}, {""end"": 92, ""role"": ""modified_token"", ""source"": ""structured_heuristic"", ""start"": 91, ""text"": ""respectable""}, {""end"": 90, ""role"": ""left_context"", ""source"": ""structured_heuristic"", ""start"": 89, ""text"": ""staff""}, {""end"": 93, ""role"": ""right_context"", ""source"": ""structured_heuristic"", ""start"": 92, ""text"": ""I""}]"
rf-edit-0294::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,reject,plausible,insufficient,missing_required_evidence:specific_source_evidence;evidence_not_mentioned_in_rule_or_rationale;unsupported_high_confidence,0.9,EXPECT,coedit_large,replace,R:OTHER,lexical_choice,there,there.,A period should be used to end a sentence.,"The word 'there' appears at the end of a sentence without a period, which is a punctuation error. Adding a period after 'there' correctly terminates the sentence.","[{""end"": 72, ""role"": ""token"", ""source"": ""kept_existing"", ""start"": 71, ""text"": ""there""}, {""end"": 72, ""role"": ""modified_token"", ""source"": ""structured_heuristic"", ""start"": 71, ""text"": ""there""}, {""end"": 71, ""role"": ""left_context"", ""source"": ""structured_heuristic"", ""start"": 70, ""text"": ""go""}, {""end"": 73, ""role"": ""right_context"", ""source"": ""structured_heuristic"", ""start"": 72, ""text"": ""I""}]"
rf-edit-0035::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,needs_refinement,plausible,sufficient,rationale_edit_copy,0.8,EXPECT,gector_roberta_base,insert,M:NOUN:POSS,lexical_choice,,',Use an apostrophe to indicate possession in plural nouns.,The word 'peoples' is a plural noun and requires an apostrophe to indicate possession. The insertion of the apostrophe is a stylistic choice to ensure grammatical correctness in the possessive form.,"[{""end"": 17, ""role"": ""noun_number_context"", ""source"": ""structured_heuristic"", ""start"": 16, ""text"": ""peoples""}, {""end"": 18, ""role"": ""noun_phrase_context"", ""source"": ""structured_heuristic"", ""start"": 17, ""text"": ""lives""}]"
rf-edit-0165::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,needs_refinement,plausible,sufficient,rationale_edit_copy,0.8,EXPECT,t5_base_grammar,insert,M:DET,articles_determiners,,a,Articles should be used to specify definiteness or indefiniteness in nouns.,"The original sentence lacks an article before 'positive', making it grammatically incomplete. Inserting 'a' before 'positive' provides the necessary article to make the sentence grammatically correct and stylistically appropriate.","[{""end"": 18, ""role"": ""affected"", ""source"": ""kept_existing"", ""start"": 14, ""text"": ""as well as positive""}, {""end"": 18, ""role"": ""head_noun"", ""source"": ""structured_heuristic"", ""start"": 17, ""text"": ""positive""}]"
rf-edit-0165::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,needs_refinement,plausible,sufficient,rationale_edit_copy,0.8,EXPECT,t5_base_grammar,insert,M:DET,articles_determiners,,a,"Use of indefinite articles ('a', 'an') before singular countable nouns.","The original sentence lacks an article before 'positive', which is a singular countable noun. Inserting 'a' makes the sentence grammatically complete and stylistically correct by adhering to standard article usage rules.","[{""end"": 18, ""role"": ""head_noun"", ""source"": ""structured_heuristic"", ""start"": 17, ""text"": ""positive""}]"
rf-edit-0265::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,needs_refinement,plausible,sufficient,rationale_edit_copy,0.8,EXPECT,coedit_large,delete,U:VERB,verb_form,is,,"In the structure 'how different our lives are', the verb 'are' should be used instead of 'is' to maintain subject-verb agreement.","The original sentence uses 'is' with the plural subject 'our lives', which creates a subject-verb agreement error. The correct verb form should be 'are' to match the plural subject. Deleting 'is' removes the incorrect verb and allows the sentence to follow proper grammatical structure.","[{""end"": 17, ""role"": ""error"", ""source"": ""kept_existing"", ""start"": 16, ""text"": ""is""}, {""end"": 16, ""role"": ""verb_context"", ""source"": ""structured_heuristic"", ""start"": 15, ""text"": ""different""}, {""end"": 18, ""role"": ""verb_complement_or_time_context"", ""source"": ""structured_heuristic"", ""start"": 17, ""text"": ""our""}]"
rf-edit-0267::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,needs_refinement,plausible,sufficient,rationale_edit_copy,0.8,EXPECT,coedit_large,insert,M:DET,articles_determiners,,a,Use of articles (a/an) before singular countable nouns.,The phrase 'as well as positive' lacks an article before the singular countable noun 'positive'. Inserting 'a' makes the sentence grammatically correct by providing the necessary article.,"[{""end"": 18, ""role"": ""affected_span"", ""source"": ""kept_existing"", ""start"": 14, ""text"": ""as well as positive""}, {""end"": 18, ""role"": ""head_noun"", ""source"": ""structured_heuristic"", ""start"": 17, ""text"": ""positive""}]"
rf-edit-0277::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,needs_refinement,plausible,sufficient,rationale_edit_copy,0.8,EXPECT,coedit_large,insert,M:DET,articles_determiners,,the,Nouns that refer to specific or general things should be preceded by articles like 'the' or 'a' when necessary.,"The noun 'streets' in this context likely refers to a general concept rather than a specific set of streets, but the insertion of 'the' makes the sentence more natural and grammatically polished by providing a definite reference.","[{""end"": 12, ""role"": ""noun"", ""source"": ""kept_existing"", ""start"": 11, ""text"": ""streets""}, {""end"": 12, ""role"": ""head_noun"", ""source"": ""structured_heuristic"", ""start"": 11, ""text"": ""streets""}]"
rf-edit-0277::qwen3_8b::rule_grounded::evidence_canonicalized::structured_evidence_repaired,needs_refinement,plausible,sufficient,rationale_edit_copy,0.8,EXPECT,coedit_large,insert,M:DET,articles_determiners,,the,Nouns that refer to specific or general things should be preceded by articles like 'the' or 'a'.,"The insertion of 'the' before 'streets' is a stylistic choice to make the sentence more precise and natural, as 'streets' without an article can sound vague or incomplete in this context.","[{""end"": 12, ""role"": ""head_noun"", ""source"": ""structured_heuristic"", ""start"": 11, ""text"": ""streets""}]"
rf-edit-0284::qwen3_8b::natural::evidence_canonicalized::structured_evidence_repaired,needs_refinement,plausible,sufficient,rationale_edit_copy,0.8,EXPECT,coedit_large,replace,R:NOUN,lexical_choice,city,city;,Use semicolons to separate independent clauses when the clauses are closely related.,"The edit replaces 'city' with 'city;' to insert a semicolon after the first clause, which is stylistically appropriate when joining two closely related independent clauses. However, this edit is optional as the original sentence could also be corrected by using a period or a comma with a conjunction.","[{""end"": 8, ""role"": ""source"", ""source"": ""kept_existing"", ""start"": 7, ""text"": ""city""}, {""end"": 8, ""role"": ""modified_token"", ""source"": ""structured_heuristic"", ""start"": 7, ""text"": ""city""}, {""end"": 5, ""role"": ""noun_number_context"", ""source"": ""structured_heuristic"", ""start"": 4, ""text"": ""partyies""}, {""end"": 10, ""role"": ""noun_phrase_context"", ""source"": ""structured_heuristic"", ""start"": 9, ""text"": ""I""}]"
