candidate_id,dataset,sample_id,model_key,source,model_prediction,operation,edit_start,edit_end,source_text,target_text,edit_description,edit_validity,rule_text,evidence_spans_json,rationale,confidence,human_alignment_error,human_validity_error,human_wrong_rule,human_inapplicable_rule,human_missing_evidence,human_wrong_evidence,human_generic_explanation,human_edit_copy,human_semantic_distortion,human_unsupported_confidence,human_notes,human_decision,bucket,audit_priority,candidate_type,behavior,error_type,risk_count,risk_reasons
rf-edit-0077::qwen3_8b::natural,EXPECT,expect-test-00055,gector_roberta_base,"Additionally , our city government has prohibited smoking in public area and under 18 years old and provides a free session of talks or presentations to increase the awareness of clean , safe , fresh environment to the city .","Additionally , our city government has prohibited smoking in public areas and those under 18 years old and provides a free session of talks or presentations to increase the awareness of a clean , safe , fresh environment in the city .",replace,10,11,area,areas,Replace 'area' with 'areas' to correct subject-verb agreement.,valid,Subjects and verbs must agree in number (singular/plural).,"[{""end"": 14, ""role"": ""subject"", ""start"": 10, ""text"": ""public area""}]","The original sentence uses 'public area' which is singular, but the verb 'has prohibited' is plural, creating a subject-verb agreement error. Changing 'area' to 'areas' makes the subject plural and aligns it with the verb 'has prohibited'.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,accepted,risk,natural,correct_correction,R:NOUN:NUM,7,evidence_span_index_mismatch;evidence_not_all_source_index_matched;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0077::qwen3_8b::rule_grounded,EXPECT,expect-test-00055,gector_roberta_base,"Additionally , our city government has prohibited smoking in public area and under 18 years old and provides a free session of talks or presentations to increase the awareness of clean , safe , fresh environment to the city .","Additionally , our city government has prohibited smoking in public areas and those under 18 years old and provides a free session of talks or presentations to increase the awareness of a clean , safe , fresh environment in the city .",replace,10,11,area,areas,Replace 'area' with 'areas' to correct subject-verb agreement.,valid,A plural verb must agree with a plural subject.,"[{""end"": 14, ""role"": ""subject"", ""start"": 10, ""text"": ""public area""}]","The phrase 'public area' refers to multiple locations, thus requiring a plural form 'areas' to maintain subject-verb agreement with the verb 'has prohibited'.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,accepted,risk,rule_grounded,correct_correction,R:NOUN:NUM,7,evidence_span_index_mismatch;evidence_not_all_source_index_matched;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0118::qwen3_8b::natural,JFLEG,jfleg-dev-0002,gector_roberta_base,Here was no promise of morning except that we looked up through the trees we saw how low the forest had swung .,There was no promise of morning except when we looked up through the trees we saw how low the forest had swung .,replace,7,8,that,when,Replace 'that' with 'when' to introduce a subordinate clause.,acceptable_alternative,Subordinating conjunctions like 'when' are used to introduce dependent clauses that provide time or condition.,"[{""end"": 16, ""role"": ""original_clause"", ""start"": 7, ""text"": ""that we looked up through the trees""}, {""end"": 40, ""role"": ""dependent_clause"", ""start"": 17, ""text"": ""we saw how low the forest had swung""}]","Replacing 'that' with 'when' changes the structure from a noun clause to a time-dependent clause, which better conveys the idea that the observation of the forest's height occurred at a specific moment. While 'that' can function as a subordinator, 'when' more clearly indicates the temporal relationship between the two actions.",0.9,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,accepted,risk,natural,overcorrection,R:OTHER,7,evidence_span_index_mismatch;evidence_not_all_source_index_matched;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0118::qwen3_8b::rule_grounded,JFLEG,jfleg-dev-0002,gector_roberta_base,Here was no promise of morning except that we looked up through the trees we saw how low the forest had swung .,There was no promise of morning except when we looked up through the trees we saw how low the forest had swung .,replace,7,8,that,when,Replace 'that' with 'when' to connect the clauses,acceptable_alternative,"Use 'when' to introduce a time clause, and 'that' to introduce a subordinate clause expressing a fact or condition.","[{""end"": 12, ""role"": ""clause"", ""start"": 7, ""text"": ""except that we looked up through the trees we saw how low the forest had swung""}]","The original sentence uses 'that' to introduce a subordinate clause, which may imply a factual condition. However, replacing 'that' with 'when' better conveys that the observation of the forest's height occurs at a specific time, aligning with the context of the sentence. This makes the sentence more natural and grammatically appropriate in this context.",0.9,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,accepted,risk,rule_grounded,overcorrection,R:OTHER,7,evidence_span_index_mismatch;evidence_not_all_source_index_matched;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0163::qwen3_8b::rule_grounded,EXPECT,expect-test-00013,t5_base_grammar,Computers have had a most significant impact on the people in the latter 1/2 of the 20th century .,Using the Internet for the first time since the beginning of the 20th century.,replace,7,8,on,for,Replace 'on' with 'for' in the phrase 'have had a most significant impact on the people',acceptable_alternative,"Use 'for' to indicate the purpose or reason of an action, while 'on' is used for topics or subjects.","[{""end"": 13, ""role"": ""original"", ""start"": 7, ""text"": ""have had a most significant impact on the people""}, {""end"": 13, ""role"": ""modified"", ""start"": 7, ""text"": ""have had a most significant impact for the people""}]","The original sentence uses 'on' which typically indicates a topic or subject, but the intended meaning seems to be about the purpose or reason of the impact. Replacing 'on' with 'for' better conveys that the impact was directed towards the people for a specific purpose, making the sentence more semantically accurate.",0.85,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,accepted,risk,rule_grounded,overcorrection,R:PREP,7,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy
rf-edit-0165::qwen3_8b::natural,EXPECT,expect-test-00009,t5_base_grammar,But such a high level of development of Egyptian civilization has a negative side as well as positive .,"There is a high level of development of Egyptian civilization, but there is a negative side as well as a positive side.",insert,17,17,,a,Inserting 'a' before 'positive' to complete the phrase 'as well as a positive side',stylistic,Articles should be used to specify definiteness or indefiniteness in nouns.,"[{""end"": 34, ""role"": ""affected"", ""start"": 23, ""text"": ""as well as positive""}]","The original sentence lacks an article before 'positive', making it grammatically incomplete. Inserting 'a' before 'positive' provides the necessary article to make the sentence grammatically correct and stylistically appropriate.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,accepted,risk,natural,correct_correction,M:DET,7,evidence_span_index_mismatch;evidence_not_all_source_index_matched;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0191::qwen3_8b::natural,JFLEG,jfleg-dev-0022,t5_base_grammar,Students can focus on only a few subjects they are intwerested in and they will become an experts in those areas .,Students can focus on only a few subjects they are interested in and they will become experts in those areas.,delete,16,17,an,,Delete the article 'an' before 'experts',stylistic,Articles like 'a' or 'an' may be omitted when the noun they precede is clearly defined or when the context makes the noun's presence clear.,"[{""end"": 18, ""role"": ""original"", ""start"": 16, ""text"": ""and they will become an experts in those areas""}, {""end"": 18, ""role"": ""modified"", ""start"": 16, ""text"": ""and they will become experts in those areas""}]",The article 'an' is unnecessary before the plural noun 'experts' because the subject 'students' and the verb 'become' make it clear that the noun is plural. Removing 'an' results in more concise and natural phrasing.,0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,accepted,risk,natural,correct_correction,U:DET,7,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;edit_copy;unsupported_confidence
rf-edit-0191::qwen3_8b::rule_grounded,JFLEG,jfleg-dev-0022,t5_base_grammar,Students can focus on only a few subjects they are intwerested in and they will become an experts in those areas .,Students can focus on only a few subjects they are interested in and they will become experts in those areas.,delete,16,17,an,,Delete the article 'an' before 'experts',stylistic,Avoid unnecessary articles when the noun is clearly defined or when the context makes the article redundant.,"[{""end"": 18, ""role"": ""original"", ""start"": 16, ""text"": ""they will become an experts in those areas""}, {""end"": 18, ""role"": ""modified"", ""start"": 16, ""text"": ""they will become experts in those areas""}]",The article 'an' is unnecessary before the plural noun 'experts' because 'experts' is already plural and does not require an article. Removing 'an' improves clarity and conciseness without altering the meaning.,0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,accepted,risk,rule_grounded,correct_correction,U:DET,7,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;edit_copy;unsupported_confidence
rf-edit-0074::qwen3_8b::rule_grounded,EXPECT,expect-test-00038,gector_roberta_base,"which play an important role to giving tough competition to the government . as a result of this consumer gets more benefits , like lower faire , privacy , freedom and safe travelling.in addition many automobile companies launcing new cars at affordable prices , which encourages people to use more and more private vechile .","which play an important role in giving tough competition to the government . As a result of this , consumers get more benefits , like lower faire , privacy , freedom and safe journeys . In addition , many automobile companies are launcing new cars at affordable prices , which encourages people to use more and more private vegetables .",insert,37,37,,are,Insert 'are' before 'launcing' to form the correct verb phrase 'are launcing'.,valid,A subject must agree with its verb in number (singular/plural).,"[{""end"": 45, ""role"": ""target"", ""start"": 37, ""text"": ""many automobile companies launcing""}]","The subject 'many automobile companies' is plural, so the verb should be 'are launcing' instead of just 'launcing' to maintain subject-verb agreement. This ensures grammatical correctness in the sentence structure.",0.95,no,yes,yes,yes,yes,yes,no,yes,yes,yes,"Codex prelabel from automatic diagnostics: validity_error, wrong_rule, inapplicable_rule, missing_evidence, wrong_evidence, ...",reject,refine,stratum:behavior=overcorrection,rule_grounded,overcorrection,M:VERB:TENSE,11,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;possible_false_rationalization;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0141::qwen3_8b::natural,JFLEG,jfleg-dev-0006,t5_base_grammar,"I want to talk about nocive or bad products like alcohol , hair spray and cigarrets .","I want to talk about harmful or bad products like alcohol, hair spray and cigarettes.",replace,5,6,nocive,harmful,Replace 'nocive' with 'harmful',valid,Use the correct spelling of words to ensure clarity and correctness in communication.,"[{""end"": 10, ""role"": ""error"", ""start"": 5, ""text"": ""nocive""}, {""end"": 11, ""role"": ""correction"", ""start"": 5, ""text"": ""harmful""}]","The word 'nocive' is not a standard English word. The intended word is likely 'harmful', which is a commonly used adjective to describe something that causes harm. Replacing 'nocive' with 'harmful' corrects the spelling and improves the clarity of the sentence.",0.95,no,yes,yes,yes,yes,yes,no,yes,yes,yes,"Codex prelabel from automatic diagnostics: validity_error, wrong_rule, inapplicable_rule, missing_evidence, wrong_evidence, ...",reject,refine,stratum:model_key=t5_base_grammar,natural,overcorrection,R:ADJ,11,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;possible_false_rationalization;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0034::qwen3_8b::natural,JFLEG,jfleg-dev-0004,gector_roberta_base,"image you salf you are wark in factory just to do one thing like pot taire on car if they fire you you will destroy , becouse u dont know more than pot taire in car .","Imagine working in a factory just to do one thing , like potting taire on a car . If they fire you , you will destroy it , because you do know more than potting taire on a car .",replace,14,15,pot,potting,Replace 'pot' with 'potting' to correct the verb form.,valid,Use the correct verb form based on context and grammatical structure.,"[{""end"": 15, ""role"": ""error"", ""start"": 14, ""text"": ""pot""}, {""end"": 20, ""role"": ""correction"", ""start"": 14, ""text"": ""potting""}]","The word 'pot' is a noun or a base form of the verb, but in this context, the correct form should be 'potting', which is the present participle form of the verb 'pot'. This form is necessary to describe the ongoing action of potting tires on a car.",0.95,no,yes,yes,yes,yes,yes,no,yes,yes,yes,"Codex prelabel from automatic diagnostics: validity_error, wrong_rule, inapplicable_rule, missing_evidence, wrong_evidence, ...",reject,refine,risk,natural,wrong_correction,R:VERB:FORM,10,evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;possible_false_rationalization;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0034::qwen3_8b::rule_grounded,JFLEG,jfleg-dev-0004,gector_roberta_base,"image you salf you are wark in factory just to do one thing like pot taire on car if they fire you you will destroy , becouse u dont know more than pot taire in car .","Imagine working in a factory just to do one thing , like potting taire on a car . If they fire you , you will destroy it , because you do know more than potting taire on a car .",replace,14,15,pot,potting,Replace 'pot' with 'potting' to correct the verb form.,valid,Verbs should be correctly inflected to match the context and intended meaning.,"[{""end"": 15, ""role"": ""error"", ""start"": 14, ""text"": ""pot""}, {""end"": 20, ""role"": ""correction"", ""start"": 14, ""text"": ""potting""}]","The word 'pot' is a base verb, but in this context, the correct form should be 'potting' to indicate the ongoing action of potting tires on a car. This change ensures grammatical accuracy and clarity.",0.95,no,yes,yes,yes,yes,yes,no,yes,yes,yes,"Codex prelabel from automatic diagnostics: validity_error, wrong_rule, inapplicable_rule, missing_evidence, wrong_evidence, ...",reject,refine,risk,rule_grounded,wrong_correction,R:VERB:FORM,10,evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;possible_false_rationalization;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0074::qwen3_8b::natural,EXPECT,expect-test-00038,gector_roberta_base,"which play an important role to giving tough competition to the government . as a result of this consumer gets more benefits , like lower faire , privacy , freedom and safe travelling.in addition many automobile companies launcing new cars at affordable prices , which encourages people to use more and more private vechile .","which play an important role in giving tough competition to the government . As a result of this , consumers get more benefits , like lower faire , privacy , freedom and safe journeys . In addition , many automobile companies are launcing new cars at affordable prices , which encourages people to use more and more private vegetables .",insert,37,37,,are,Insert 'are' before 'launcing' to form the correct verb phrase 'are launcing'.,valid,The subject and verb must agree in number (singular/plural).,"[{""end"": 45, ""role"": ""source"", ""start"": 37, ""text"": ""many automobile companies launcing""}, {""end"": 45, ""role"": ""target"", ""start"": 37, ""text"": ""many automobile companies are launcing""}]","The subject 'many automobile companies' is plural, so the verb must also be plural. The original sentence used 'launcing' without a helping verb, which is incorrect. Inserting 'are' before 'launcing' ensures subject-verb agreement.",1.0,no,yes,yes,yes,yes,yes,no,yes,yes,yes,"Codex prelabel from automatic diagnostics: validity_error, wrong_rule, inapplicable_rule, missing_evidence, wrong_evidence, ...",reject,refine,risk,natural,overcorrection,M:VERB:TENSE,10,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0107::qwen3_8b::natural,JFLEG,jfleg-dev-0004,gector_roberta_base,"image you salf you are wark in factory just to do one thing like pot taire on car if they fire you you will destroy , becouse u dont know more than pot taire in car .","Imagine working in a factory just to do one thing , like potting taire on a car . If they fire you , you will destroy it , because you do know more than potting taire on a car .",replace,32,33,pot,potting,Replace 'pot' with 'potting' to correct the verb form.,valid,Use the correct verb form based on context and grammatical structure.,"[{""end"": 33, ""role"": ""error"", ""start"": 32, ""text"": ""pot""}, {""end"": 37, ""role"": ""correction"", ""start"": 32, ""text"": ""potting""}]","The word 'pot' is a base form of the verb, but in this context, the correct form should be 'potting', which is a present participle. This change ensures grammatical accuracy and clarity in describing the action of applying tires to a car.",0.95,no,yes,yes,yes,yes,yes,no,yes,yes,yes,"Codex prelabel from automatic diagnostics: validity_error, wrong_rule, inapplicable_rule, missing_evidence, wrong_evidence, ...",reject,refine,risk,natural,wrong_correction,R:VERB:FORM,10,evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;possible_false_rationalization;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0107::qwen3_8b::rule_grounded,JFLEG,jfleg-dev-0004,gector_roberta_base,"image you salf you are wark in factory just to do one thing like pot taire on car if they fire you you will destroy , becouse u dont know more than pot taire in car .","Imagine working in a factory just to do one thing , like potting taire on a car . If they fire you , you will destroy it , because you do know more than potting taire on a car .",replace,32,33,pot,potting,Replace 'pot' with 'potting' to correct the verb form.,valid,Verbs should be correctly inflected to match context and meaning.,"[{""end"": 33, ""role"": ""error"", ""start"": 32, ""text"": ""pot""}, {""end"": 37, ""role"": ""corrected"", ""start"": 32, ""text"": ""potting""}]","The word 'pot' is a base form of the verb, but in this context, the correct form should be 'potting' to indicate the ongoing action of potting tires on a car. This aligns with standard English grammar rules regarding verb forms in participial phrases.",0.95,no,yes,yes,yes,yes,yes,no,yes,yes,yes,"Codex prelabel from automatic diagnostics: validity_error, wrong_rule, inapplicable_rule, missing_evidence, wrong_evidence, ...",reject,refine,risk,rule_grounded,wrong_correction,R:VERB:FORM,10,evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;possible_false_rationalization;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0207::qwen3_8b::natural,JFLEG,jfleg-dev-0014,t5_base_grammar,One person if do n't have good health that means so many things they could lost .,"One person if they don't have good health, that means so many things they could lose.",replace,3,4,do,they,Replace 'do' with 'they' to correct the subject-verb agreement and make the sentence grammatically correct.,valid,Subject-verb agreement requires the verb form to match the subject in number and person.,"[{""end"": 4, ""role"": ""source"", ""start"": 3, ""text"": ""One person if do n't have good health that means so many things they could lost .""}, {""end"": 4, ""role"": ""target"", ""start"": 3, ""text"": ""One person if they don't have good health, that means so many things they could lose.""}]",The original sentence contains a grammatical error where the subject 'one person' is incorrectly paired with the verb 'do'. Replacing 'do' with 'they' ensures proper subject-verb agreement and makes the sentence syntactically correct.,0.95,no,yes,yes,yes,yes,yes,no,yes,yes,yes,"Codex prelabel from automatic diagnostics: validity_error, wrong_rule, inapplicable_rule, missing_evidence, wrong_evidence, ...",reject,refine,risk,natural,wrong_correction,R:OTHER,10,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0207::qwen3_8b::rule_grounded,JFLEG,jfleg-dev-0014,t5_base_grammar,One person if do n't have good health that means so many things they could lost .,"One person if they don't have good health, that means so many things they could lose.",replace,3,4,do,they,Replace 'do' with 'they' to correct the subject-verb agreement and make the sentence grammatically correct.,valid,A subject and its corresponding verb must agree in number (singular/plural) and person (first/second/third).,"[{""end"": 6, ""role"": ""source"", ""start"": 3, ""text"": ""One person if do n't have good health that means so many things they could lost .""}, {""end"": 7, ""role"": ""target"", ""start"": 3, ""text"": ""One person if they don't have good health, that means so many things they could lose.""}]",The original sentence contains a grammatical error where the subject 'One person' is paired with the incorrect verb 'do'. Replacing 'do' with 'they' ensures subject-verb agreement and creates a coherent conditional clause. This edit aligns with standard English grammar rules regarding subject-verb agreement and proper clause formation.,0.95,no,yes,yes,yes,yes,yes,no,yes,yes,yes,"Codex prelabel from automatic diagnostics: validity_error, wrong_rule, inapplicable_rule, missing_evidence, wrong_evidence, ...",reject,refine,risk,rule_grounded,wrong_correction,R:OTHER,10,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence;validity_error_auto;semantic_distortion_auto
rf-edit-0236::qwen3_8b::natural,EXPECT,expect-test-00013,t5_base_grammar,Computers have had a most significant impact on the people in the latter 1/2 of the 20th century .,Using the Internet for the first time since the beginning of the 20th century.,replace,12,14,latter 1/2,beginning,Replace 'latter 1/2' with 'beginning',invalid,Replacements should maintain semantic coherence and logical consistency within the context.,"[{""end"": 14, ""role"": ""source"", ""start"": 12, ""text"": ""Computers have had a most significant impact on the people in the latter 1/2 of the 20th century.""}, {""end"": 14, ""role"": ""target"", ""start"": 12, ""text"": ""Using the Internet for the first time since the beginning of the 20th century.""}]","Replacing 'latter 1/2' with 'beginning' creates a logical inconsistency because 'latter 1/2 of the 20th century' refers to the second half of the century, while 'beginning of the 20th century' refers to its early years. This substitution disrupts the temporal relationship and introduces a contradiction in meaning.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,natural,overcorrection,R:OTHER,9,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_text_not_found_in_source;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0236::qwen3_8b::rule_grounded,EXPECT,expect-test-00013,t5_base_grammar,Computers have had a most significant impact on the people in the latter 1/2 of the 20th century .,Using the Internet for the first time since the beginning of the 20th century.,replace,12,14,latter 1/2,beginning,Replace 'latter 1/2' with 'beginning' to indicate the time period being referenced.,invalid,Replacements must maintain semantic coherence and temporal consistency within the context.,"[{""end"": 14, ""role"": ""source"", ""start"": 12, ""text"": ""Computers have had a most significant impact on the people in the latter 1/2 of the 20th century.""}, {""end"": 14, ""role"": ""target"", ""start"": 12, ""text"": ""Using the Internet for the first time since the beginning of the 20th century.""}]","The phrase 'latter 1/2' refers to the second half of the 20th century, while 'beginning' refers to the early part of the century. These two phrases are semantically inconsistent and do not align with the original context of the sentence, which discusses the impact of computers during the latter half of the century. Replacing 'latter 1/2' with 'beginning' creates a logical inconsistency in the timeline.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,rule_grounded,overcorrection,R:OTHER,9,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_text_not_found_in_source;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0268::qwen3_8b::rule_grounded,EXPECT,expect-test-00001,coedit_large,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think how different our lives are compared to either our parents' or our grandparents' lives. For example, my parents didn't watch tv because there wasn't any TV in the world when they were young. But that isn't the only difference: we can think about the mobile phone, the computer, and finally the internet. Our grandparents couldn't have imagined a strange machine like the computer in their lives.",replace,69,70,computer,"computer,","Replace 'computer' with 'computer,'",stylistic,"When listing items in a series, a comma should be placed after each item except the last one.","[{""end"": 75, ""role"": ""target"", ""start"": 69, ""text"": ""the mobile phone, the computer, and finally the internet""}]","The edit adds a comma after 'computer' to properly separate it from the next item in the list, which is 'and finally the internet'. This follows standard punctuation rules for lists with multiple items.",0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,rule_grounded,overcorrection,R:NOUN,9,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_text_not_found_in_source;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0024::qwen3_8b::natural,JFLEG,jfleg-dev-0036,gector_roberta_base,Thus in concordance with the above I agree whole heartedly that in twenty years there will be fewer cars in use than there are today .,"Thus , in concordance with the above , I agree whole heartedly that in twenty years there will be fewer cars in use than there are today .",insert,1,1,,",",Insert a comma after 'Thus',stylistic,Use commas to separate introductory phrases from the main clause.,"[{""end"": 4, ""role"": ""source"", ""start"": 0, ""text"": ""Thus in concordance with the above I agree whole heartedly that in twenty years there will be fewer cars in use than there are today .""}, {""end"": 5, ""role"": ""target"", ""start"": 0, ""text"": ""Thus , in concordance with the above , I agree whole heartedly that in twenty years there will be fewer cars in use than there are today .""}]","The insertion of a comma after 'Thus' is a stylistic choice to improve readability by separating the introductory phrase from the main clause. While not strictly required, it is commonly accepted in formal writing to enhance clarity.",0.9,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,natural,wrong_correction,M:PUNCT,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0024::qwen3_8b::rule_grounded,JFLEG,jfleg-dev-0036,gector_roberta_base,Thus in concordance with the above I agree whole heartedly that in twenty years there will be fewer cars in use than there are today .,"Thus , in concordance with the above , I agree whole heartedly that in twenty years there will be fewer cars in use than there are today .",insert,1,1,,",",Insert a comma after 'Thus',stylistic,A comma should follow a conjunction when it is used to join two independent clauses.,"[{""end"": 1, ""role"": ""source"", ""start"": 0, ""text"": ""Thus in concordance with the above I agree whole heartedly that in twenty years there will be fewer cars in use than there are today .""}, {""end"": 1, ""role"": ""target"", ""start"": 0, ""text"": ""Thus , in concordance with the above , I agree whole heartedly that in twenty years there will be fewer cars in use than there are today .""}]","The insertion of a comma after 'Thus' is a stylistic choice to improve readability and clarity, though it is not strictly required in this context. The comma helps separate the introductory phrase from the main clause, making the sentence structure more distinct.",0.9,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,rule_grounded,wrong_correction,M:PUNCT,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
rf-edit-0035::qwen3_8b::rule_grounded,EXPECT,expect-test-00028,gector_roberta_base,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time length of 50 years from now .,A worldwide war is the only case in which we will see a dramatic change in peoples ' lives in 50 years from now .,insert,17,17,,',Insert an apostrophe after 'peoples' to form the possessive form 'peoples' correctly.,stylistic,Use an apostrophe to indicate possession in plural nouns.,"[{""end"": 23, ""role"": ""target"", ""start"": 17, ""text"": ""peoples""}]",The word 'peoples' is a plural noun and requires an apostrophe to indicate possession. The insertion of the apostrophe is a stylistic choice to ensure grammatical correctness in the possessive form.,0.95,no,no,no,no,yes,yes,no,yes,no,yes,"Codex prelabel from automatic diagnostics: missing_evidence, wrong_evidence, edit_copy, unsupported_confidence.",refine,refine,risk,rule_grounded,overcorrection,M:NOUN:POSS,8,evidence_span_index_mismatch;evidence_not_all_source_index_matched;evidence_prediction_only_text;missing_evidence;wrong_evidence_auto;target_copy;edit_copy;unsupported_confidence
