counterfactual_model_prediction,counterfactual_source,counterfactual_validity_label,dataset,error_type,evidence_label,explanation,explanation_type,faithfulness_label,item_id,model_behavior,model_edit,model_family,model_key,model_prediction,notes,original_model_prediction,original_source,question,rule_correctness_label,simulated_behavior_label,source,task_type,variant_family,variant_strategy
,,,EXPECT,R:SPELL,,"This edit should replace ""chanched"" with ""changed"" at source span [2,3) for R:SPELL.",explicit_template,,r10-faith-02650,overcorrection,"replace ""chanched"" with ""changed""",sequence-to-sequence,t5_base_grammar,"Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",edit_explanation_faithfulness,,
,,,EXPECT,R:NOUN,,"The phrase near span [6,7) violates R:NOUN; use the noun number or noun form required by the sentence.",gee_style_automatic,,r10-faith-03963,overcorrection,"replace ""folk"" with ""people""",sequence-to-sequence,t5_base_grammar,"Public transportation. Day by day people are more crazy about own vehicles, which leads to a dark future for public transportation.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,public transportation . day by day folk are more crazy about own vehicles which leads dark future for public transportation,edit_explanation_faithfulness,,
,,,EXPECT,R:ORTH,,The sentence has a grammar issue and should be improved.,generic,,r10-faith-03639,overcorrection,"replace ""areas ."" with ""areas.""",sequence-to-sequence,t5_base_grammar,"The city has many projects such as "" Keep it clean , keep it beautiful "", the goal of which is to promote proper disposal in the public areas.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"The city has many projects such as "" Keep it clean , keep it beauty "" , the goal of which is to promote proper disposal in the public areas .",edit_explanation_faithfulness,,
,,,EXPECT,R:ORTH,,"This edit should replace ""friends ."" with ""[MASK]"" at source span [16,18) for R:ORTH.",masked_target_template,,r10-faith-03481,overcorrection,"replace ""friends ."" with ""friends.""",sequence-to-sequence,t5_base_grammar,"Sometimes we go to partyies in the city, and I dance in the parties with my friends.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"Sometimes we go to partyies in the city , I dance in the parties with my friends .",edit_explanation_faithfulness,,
,,,EXPECT,R:ORTH,,"Correct spelling, casing, spacing, or another orthographic form. In this sentence, the evidence is around ""topics"".",rule_grounded_automatic,,r10-faith-03784,overcorrection,"replace ""topics ,"" with ""topics,""",sequence-to-sequence,t5_base_grammar,"According to l'Academie Français, all literature of the Neoclassic period must follow the rules of propriety which regulated the author should avoid certain topics, including sex , violence , church , and state issues.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"According to l'Academie Français , all literature of the Neoclassic period must follow the rules of propriety which regulated the author should avoid certain topics , including sex , violence , church , and state issues .",edit_explanation_faithfulness,,
,,,EXPECT,R:NOUN,,Use the noun number or noun form required by the sentence. The explanation intentionally omits the target edit.,rule_only,,r10-faith-03972,overcorrection,"replace ""vehicles"" with ""vehicles,""",sequence-to-sequence,t5_base_grammar,"Public transportation. Day by day people are more crazy about own vehicles, which leads to a dark future for public transportation.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,public transportation . day by day folk are more crazy about own vehicles which leads dark future for public transportation,edit_explanation_faithfulness,,
,,,EXPECT,M:VERB,,"This edit should replace ""community ,"" with ""community,"" for R:ORTH.",swapped_across_sentence,,r10-faith-03148,overcorrection,"insert ""were""",sequence-to-sequence,t5_base_grammar,"Until dawn, all of them had got out, so they were sacred until they found a refuge.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"Until dawn all of them had got out , so they sacred until they found a refuge .",edit_explanation_faithfulness,,
,,,EXPECT,R:ORTH,,"The sentence should change from ""century."" back to ""century ."".",wrong_direction,,r10-faith-03286,overcorrection,"replace ""century ."" with ""century.""",sequence-to-sequence,t5_base_grammar,Using the Internet for the first time since the beginning of the 20th century.,,,,Does the explanation faithfully describe why the model made this specific edit?,,,Computers have had a most significant impact on the people in the latter 1/2 of the 20th century .,edit_explanation_faithfulness,,
,,,EXPECT,R:ORTH,,Use a comma because every grammar error here is punctuation-related.,wrong_rule,,r10-faith-03037,overcorrection,"replace ""My"" with ""my""",sequence-to-sequence,t5_base_grammar,"I'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an excellent choice for me and my favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I can't imagine",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .",edit_explanation_faithfulness,,
,,,EXPECT,R:ORTH,,"This edit should replace ""the"".",wrong_target,,r10-faith-02735,overcorrection,"replace ""parents '"" with ""parents'""",sequence-to-sequence,t5_base_grammar,"Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .",edit_explanation_faithfulness,,
,,,EXPECT,R:PRON,,"This edit should replace ""! There"" with ""there"" at source span [4,6) for R:PRON.",explicit_template,,r10-faith-03170,wrong_correction,"replace ""! There"" with ""there""",sequence-to-sequence,t5_base_grammar,"Then, there is April now, and finally spring has come.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,What a wonderful day ! There is April now and finally spring has come .,edit_explanation_faithfulness,,
,,,EXPECT,R:VERB:TENSE,,"The phrase near span [9,10) violates R:VERB:TENSE; use the verb form required by the subject and tense.",gee_style_automatic,,r10-faith-03913,wrong_correction,"replace ""eat"" with ""eaten""",sequence-to-sequence,t5_base_grammar,"The last time I was there, I have eaten the best pizza that I have ever eaten in my life.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,The last time who I was there I have eat the best pizza that I have ever eaten in my life .,edit_explanation_faithfulness,,
,,,EXPECT,R:NOUN,,The sentence has a grammar issue and should be improved.,generic,,r10-faith-03759,wrong_correction,"replace ""length"" with ""period""",sequence-to-sequence,t5_base_grammar,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time period of 50 years from now.,,,,Does the explanation faithfully describe why the model made this specific edit?,,,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time length of 50 years from now .,edit_explanation_faithfulness,,
,,,EXPECT,R:NOUN,,"This edit should replace ""length"" with ""[MASK]"" at source span [21,22) for R:NOUN.",masked_target_template,,r10-faith-03751,wrong_correction,"replace ""length"" with ""period""",sequence-to-sequence,t5_base_grammar,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time period of 50 years from now.,,,,Does the explanation faithfully describe why the model made this specific edit?,,,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time length of 50 years from now .,edit_explanation_faithfulness,,
,,,EXPECT,R:SPELL,,"Apply the grammar rule indicated by the local context. In this sentence, the evidence is around ""ablished"".",rule_grounded_automatic,,r10-faith-03434,wrong_correction,"replace ""ablished"" with ""established,""",sequence-to-sequence,t5_base_grammar,"In the end, I think if many people want the monarchy to be established, a general election should be called and then see if the monarchy should be abolished.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,In the end I think if many people want the Monarchy to be ablished a general election should be called and then see if the Monarchy should be abolished .,edit_explanation_faithfulness,,
,,,EXPECT,R:VERB:TENSE,,Use the verb form required by the subject and tense. The explanation intentionally omits the target edit.,rule_only,,r10-faith-03912,wrong_correction,"replace ""eat"" with ""eaten""",sequence-to-sequence,t5_base_grammar,"The last time I was there, I have eaten the best pizza that I have ever eaten in my life.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,The last time who I was there I have eat the best pizza that I have ever eaten in my life .,edit_explanation_faithfulness,,
,,,EXPECT,R:PRON,,"This edit should replace ""community ,"" with ""community,"" for R:ORTH.",swapped_across_sentence,,r10-faith-03178,wrong_correction,"replace ""! There"" with ""there""",sequence-to-sequence,t5_base_grammar,"Then, there is April now, and finally spring has come.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,What a wonderful day ! There is April now and finally spring has come .,edit_explanation_faithfulness,,
,,,EXPECT,R:PRON,,"The sentence should change from ""there"" back to ""! There"".",wrong_direction,,r10-faith-03176,wrong_correction,"replace ""! There"" with ""there""",sequence-to-sequence,t5_base_grammar,"Then, there is April now, and finally spring has come.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,What a wonderful day ! There is April now and finally spring has come .,edit_explanation_faithfulness,,
,,,EXPECT,R:VERB:TENSE,,Use a comma because every grammar error here is punctuation-related.,wrong_rule,,r10-faith-03917,wrong_correction,"replace ""eat"" with ""eaten""",sequence-to-sequence,t5_base_grammar,"The last time I was there, I have eaten the best pizza that I have ever eaten in my life.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,The last time who I was there I have eat the best pizza that I have ever eaten in my life .,edit_explanation_faithfulness,,
,,,EXPECT,R:VERB:TENSE,,"This edit should replace ""the"".",wrong_target,,r10-faith-03915,wrong_correction,"replace ""eat"" with ""eaten""",sequence-to-sequence,t5_base_grammar,"The last time I was there, I have eaten the best pizza that I have ever eaten in my life.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,The last time who I was there I have eat the best pizza that I have ever eaten in my life .,edit_explanation_faithfulness,,
,,,JFLEG,M:PUNCT,,"This edit should insert "","" at source span [1,1) for M:PUNCT.",explicit_template,,r10-faith-04100,correct_correction,"insert "",""",sequence-to-edit,gector_roberta_base,"Thus , even today , sex is considered as the least important topic in many parts of India .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,Thus even today sex is considered as the least important topic in many parts of India . ,edit_explanation_faithfulness,,
,,,JFLEG,M:DET,,"The phrase near span [6,6) violates M:DET; use an article or determiner licensed by the noun phrase.",gee_style_automatic,,r10-faith-05413,correct_correction,"insert ""the""",sequence-to-edit,gector_roberta_base,"In the lecture , however , the professor opposed the reading statement .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"In the lecture , however , professor oppose the reading statement . ",edit_explanation_faithfulness,,
,,,JFLEG,M:DET,,The sentence has a grammar issue and should be improved.,generic,,r10-faith-05419,correct_correction,"insert ""the""",sequence-to-edit,gector_roberta_base,"In the lecture , however , the professor opposed the reading statement .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"In the lecture , however , professor oppose the reading statement . ",edit_explanation_faithfulness,,
,,,JFLEG,M:DET,,"This edit should insert ""[MASK]"" at source span [6,6) for M:DET.",masked_target_template,,r10-faith-05411,correct_correction,"insert ""the""",sequence-to-edit,gector_roberta_base,"In the lecture , however , the professor opposed the reading statement .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"In the lecture , however , professor oppose the reading statement . ",edit_explanation_faithfulness,,
,,,JFLEG,R:SPELL,,"Apply the grammar rule indicated by the local context. In this sentence, the evidence is around ""ther"".",rule_grounded_automatic,,r10-faith-04594,correct_correction,"replace ""ther"" with ""their""",sequence-to-edit,gector_roberta_base,And young people spend time their lives .,,,,Does the explanation faithfully describe why the model made this specific edit?,,,And young people spend time more ther lifestile . ,edit_explanation_faithfulness,,
,,,JFLEG,R:SPELL,,Apply the grammar rule indicated by the local context. The explanation intentionally omits the target edit.,rule_only,,r10-faith-04042,correct_correction,"replace ""tecnologies"" with ""technologies""",sequence-to-edit,gector_roberta_base,So I think we can not live if old people can not find science and technologies and they do not develop .,,,,Does the explanation faithfully describe why the model made this specific edit?,,,So I think we can not live if old people could not find siences and tecnologies and they did not developped . ,edit_explanation_faithfulness,,
,,,JFLEG,M:PUNCT,,"This edit should replace ""community ,"" with ""community,"" for R:ORTH.",swapped_across_sentence,,r10-faith-04348,correct_correction,"insert "",""",sequence-to-edit,gector_roberta_base,"Also , the work of the media , television , magazines , and every stuff made for publicity affects the emotions of many people around the world , encouraging them to buy and buy anything they can .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"Also the work of the media , television , magazines , and every stuff made for publicity affects the emotions of many people around the world , encouraging them to buy and buy anything they can . ",edit_explanation_faithfulness,,
,,,JFLEG,R:SPELL,,"The sentence should change from ""interested"" back to ""interestion"".",wrong_direction,,r10-faith-04706,correct_correction,"replace ""interestion"" with ""interested""",sequence-to-edit,gector_roberta_base,"If in this society will not study , they never notice the opportunity or ca n't understand any ideas , so most of the important in this situation , and I am also very interested and also prefer that to the study material .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,If in this society who will not to do study they never concept there opportunity or ca n't understand any ideas so most of the important that in this situation and I also very interestion and also prefer that for the study material . ,edit_explanation_faithfulness,,
,,,JFLEG,M:PUNCT,,Use a comma because every grammar error here is punctuation-related.,wrong_rule,,r10-faith-04107,correct_correction,"insert "",""",sequence-to-edit,gector_roberta_base,"Thus , even today , sex is considered as the least important topic in many parts of India .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,Thus even today sex is considered as the least important topic in many parts of India . ,edit_explanation_faithfulness,,
,,,JFLEG,R:WO,,"This edit should replace ""the"".",wrong_target,,r10-faith-04505,correct_correction,"replace ""considerably have"" with ""have considerably""",sequence-to-edit,gector_roberta_base,Many studies over the last 5 years have shown that people who have fluoride in their drinking water have considerably fewer cavities than people who have not drinking nonfluoridated water .,,,,Does the explanation faithfully describe why the model made this specific edit?,,,Many studies over the last 5 0 years have shown that people who have fluoride in their drinking water are considerably have less cavities than people who have not drinking nonfluoridated water . ,edit_explanation_faithfulness,,
,,,JFLEG,R:VERB:FORM,,"This edit should replace ""understand"" with ""understanding"" at source span [7,8) for R:VERB:FORM.",explicit_template,,r10-faith-05230,overcorrection,"replace ""understand"" with ""understanding""",sequence-to-edit,gector_roberta_base,"If everybody thinks about learning and understanding lots of scientific subjects , people will not do it and , as a result of this , any science will n't improve .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"If every people thinks to learn and understand lots of scientifc subjects , any person will do not do it and as a result of this any science is n't imporeved . ",edit_explanation_faithfulness,,
,,,JFLEG,R:PART,,"The phrase near span [4,5) violates R:PART; apply the grammar rule indicated by the local context.",gee_style_automatic,,r10-faith-05213,overcorrection,"replace ""to"" with ""about""",sequence-to-edit,gector_roberta_base,"If everybody thinks about learning and understanding lots of scientific subjects , people will not do it and , as a result of this , any science will n't improve .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"If every people thinks to learn and understand lots of scientifc subjects , any person will do not do it and as a result of this any science is n't imporeved . ",edit_explanation_faithfulness,,
,,,JFLEG,M:PUNCT,,The sentence has a grammar issue and should be improved.,generic,,r10-faith-04179,overcorrection,"replace ""if"" with "". If""",sequence-to-edit,gector_roberta_base,"Imagine working in a factory just to do one thing , like potting taire on a car . If they fire you , you will destroy it , because you do know more than potting taire on a car .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"image you salf you are wark in factory just to do one thing like pot taire on car if they fire you you will destroy , becouse u dont know more than pot taire in car . ",edit_explanation_faithfulness,,
,,,JFLEG,R:VERB:TENSE,,"This edit should replace ""is"" with ""[MASK]"" at source span [48,49) for R:VERB:TENSE.",masked_target_template,,r10-faith-04901,overcorrection,"replace ""is"" with ""was""",sequence-to-edit,gector_roberta_base,"But in other ways , other countries need to pay extra money to repair the roads . What they did was reduce the amount of gas consumers , lower the gas tax , and lower the income tax , because they thought rising the gas tax was unfair .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"But in other waythismakes other way country need to pay extra money to make , repair the roads What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought , only rise the gas tax is unfair . ",edit_explanation_faithfulness,,
,,,JFLEG,R:DET,,"Use an article or determiner licensed by the noun phrase. In this sentence, the evidence is around ""that"".",rule_grounded_automatic,,r10-faith-04464,overcorrection,"replace ""that"" with ""which""",sequence-to-edit,gector_roberta_base,"One person does n't have good health , which means so many things they could lose .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,One person if do n't have good health that means so many things they could lost . ,edit_explanation_faithfulness,,
,,,JFLEG,R:PART,,Apply the grammar rule indicated by the local context. The explanation intentionally omits the target edit.,rule_only,,r10-faith-04952,overcorrection,"replace ""to"" with ""of""",sequence-to-edit,gector_roberta_base,"In the case of young people , the best way is to study as hard as possible to get better grades , so in the future they will have a better chance of finding better jobs .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,In the case of young people the best way is studying as hard as possible to get better grades so in the future they will have better chance to find better jobs . ,edit_explanation_faithfulness,,
,,,JFLEG,R:SPELL,,"This edit should replace ""community ,"" with ""community,"" for R:ORTH.",swapped_across_sentence,,r10-faith-04088,overcorrection,"replace ""Here"" with ""There""",sequence-to-edit,gector_roberta_base,There was no promise of morning except when we looked up through the trees we saw how low the forest had swung .,,,,Does the explanation faithfully describe why the model made this specific edit?,,,Here was no promise of morning except that we looked up through the trees we saw how low the forest had swung . ,edit_explanation_faithfulness,,
,,,JFLEG,R:VERB:TENSE,,"The sentence should change from ""was"" back to ""is"".",wrong_direction,,r10-faith-04906,overcorrection,"replace ""is"" with ""was""",sequence-to-edit,gector_roberta_base,"But in other ways , other countries need to pay extra money to repair the roads . What they did was reduce the amount of gas consumers , lower the gas tax , and lower the income tax , because they thought rising the gas tax was unfair .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"But in other waythismakes other way country need to pay extra money to make , repair the roads What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought , only rise the gas tax is unfair . ",edit_explanation_faithfulness,,
,,,JFLEG,R:PART,,Use a comma because every grammar error here is punctuation-related.,wrong_rule,,r10-faith-04957,overcorrection,"replace ""to"" with ""of""",sequence-to-edit,gector_roberta_base,"In the case of young people , the best way is to study as hard as possible to get better grades , so in the future they will have a better chance of finding better jobs .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,In the case of young people the best way is studying as hard as possible to get better grades so in the future they will have better chance to find better jobs . ,edit_explanation_faithfulness,,
,,,JFLEG,R:SPELL,,"This edit should replace ""the"".",wrong_target,,r10-faith-04085,overcorrection,"replace ""Here"" with ""There""",sequence-to-edit,gector_roberta_base,There was no promise of morning except when we looked up through the trees we saw how low the forest had swung .,,,,Does the explanation faithfully describe why the model made this specific edit?,,,Here was no promise of morning except that we looked up through the trees we saw how low the forest had swung . ,edit_explanation_faithfulness,,
,,,JFLEG,R:NOUN,,"This edit should replace ""study"" with ""studies"" at source span [25,26) for R:NOUN.",explicit_template,,r10-faith-05150,wrong_correction,"replace ""study"" with ""studies""",sequence-to-edit,gector_roberta_base,"Because all this broad knowledge helps them to understand their major at university , as well as helps them to make a correct choice specializing in studies .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,Beacuse all those broad knowledge help they to understand their major in university as well as help they to make a correct choice in specializing study . ,edit_explanation_faithfulness,,
,,,JFLEG,M:OTHER,,"The phrase near span [13,13) violates M:OTHER; apply the grammar rule indicated by the local context.",gee_style_automatic,,r10-faith-05113,wrong_correction,"insert "",""",sequence-to-edit,gector_roberta_base,"Because all this broad knowledge helps them to understand their major at university , as well as helps them to make a correct choice specializing in studies .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,Beacuse all those broad knowledge help they to understand their major in university as well as help they to make a correct choice in specializing study . ,edit_explanation_faithfulness,,
,,,JFLEG,R:OTHER,,The sentence has a grammar issue and should be improved.,generic,,r10-faith-04719,wrong_correction,"replace ""for"" with ""to""",sequence-to-edit,gector_roberta_base,"If in this society will not study , they never notice the opportunity or ca n't understand any ideas , so most of the important in this situation , and I am also very interested and also prefer that to the study material .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,If in this society who will not to do study they never concept there opportunity or ca n't understand any ideas so most of the important that in this situation and I also very interestion and also prefer that for the study material . ,edit_explanation_faithfulness,,
,,,JFLEG,R:OTHER,,"This edit should insert ""[MASK]"" at source span [10[MASK]10) for R:OTHER.",masked_target_template,,r10-faith-04631,wrong_correction,"insert "",""",sequence-to-edit,gector_roberta_base,"If in this society will not study , they never notice the opportunity or ca n't understand any ideas , so most of the important in this situation , and I am also very interested and also prefer that to the study material .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,If in this society who will not to do study they never concept there opportunity or ca n't understand any ideas so most of the important that in this situation and I also very interestion and also prefer that for the study material . ,edit_explanation_faithfulness,,
,,,JFLEG,R:PREP,,"Use the preposition required by the surrounding phrase. In this sentence, the evidence is around ""unmeaningful"".",rule_grounded_automatic,,r10-faith-04534,wrong_correction,"replace ""unmeaningful"" with ""on important""",sequence-to-edit,gector_roberta_base,because they spent time on important subjects .,,,,Does the explanation faithfully describe why the model made this specific edit?,,,because they spent time unmeaningful subjects . ,edit_explanation_faithfulness,,
,,,JFLEG,U:OTHER,,Apply the grammar rule indicated by the local context. The explanation intentionally omits the target edit.,rule_only,,r10-faith-04722,wrong_correction,"replace ""have to"" with ""should""",sequence-to-edit,gector_roberta_base,"We should know about this problem . It 's serious , but most people do know about it .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,We have to know this problem it 's serious but almost people doens't know about this . ,edit_explanation_faithfulness,,
,,,JFLEG,M:DET,,"This edit should replace ""community ,"" with ""community,"" for R:ORTH.",swapped_across_sentence,,r10-faith-05008,wrong_correction,"insert ""that""",sequence-to-edit,gector_roberta_base,So the school tries teaching the students a bit of every science that exists .,,,,Does the explanation faithfully describe why the model made this specific edit?,,,So the school try learning the students a bit in every science exist . ,edit_explanation_faithfulness,,
,,,JFLEG,U:VERB,,"The sentence should change from ""Because"" back to ""Beacuse"".",wrong_direction,,r10-faith-05066,wrong_correction,"replace ""Beacuse"" with ""Because""",sequence-to-edit,gector_roberta_base,"Because all this broad knowledge helps them to understand their major at university , as well as helps them to make a correct choice specializing in studies .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,Beacuse all those broad knowledge help they to understand their major in university as well as help they to make a correct choice in specializing study . ,edit_explanation_faithfulness,,
,,,JFLEG,M:VERB:TENSE,,Use a comma because every grammar error here is punctuation-related.,wrong_rule,,r10-faith-04477,wrong_correction,"replace ""lost"" with ""lose""",sequence-to-edit,gector_roberta_base,"One person does n't have good health , which means so many things they could lose .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,One person if do n't have good health that means so many things they could lost . ,edit_explanation_faithfulness,,
,,,JFLEG,U:PUNCT,,"This edit should replace ""the"".",wrong_target,,r10-faith-04895,wrong_correction,"replace "", only rise"" with ""rising""",sequence-to-edit,gector_roberta_base,"But in other ways , other countries need to pay extra money to repair the roads . What they did was reduce the amount of gas consumers , lower the gas tax , and lower the income tax , because they thought rising the gas tax was unfair .",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"But in other waythismakes other way country need to pay extra money to make , repair the roads What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought , only rise the gas tax is unfair . ",edit_explanation_faithfulness,,
,,,JFLEG,U:PREP,,"This edit should delete ""because"" at source span [0,1) for U:PREP.",explicit_template,,r10-faith-06030,correct_correction,"delete ""because""",sequence-to-sequence,t5_base_grammar,They spent time on unmeaningful subjects.,,,,Does the explanation faithfully describe why the model made this specific edit?,,,because they spent time unmeaningful subjects . ,edit_explanation_faithfulness,,
,,,JFLEG,R:SPELL,,"The phrase near span [34,35) violates R:SPELL; apply the grammar rule indicated by the local context.",gee_style_automatic,,r10-faith-06163,correct_correction,"replace ""interestion"" with ""interested""",sequence-to-sequence,t5_base_grammar,"If in this society, who will not study, they never concept there opportunity or can't understand any ideas so most of the important that in this situation and I also very interested and also prefer that for the study material.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,If in this society who will not to do study they never concept there opportunity or ca n't understand any ideas so most of the important that in this situation and I also very interestion and also prefer that for the study material . ,edit_explanation_faithfulness,,
,,,JFLEG,M:DET,,The sentence has a grammar issue and should be improved.,generic,,r10-faith-06799,correct_correction,"insert ""the""",sequence-to-sequence,t5_base_grammar,"Third, they put it in front of the door of the store to make the people see it, even if it is not good.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,Third the butt it in hte front of the door of store to make the poeple see it even if it is not good ,edit_explanation_faithfulness,,
,,,JFLEG,R:PRON,,"This edit should replace ""they"" with ""[MASK]"" at source span [6,7) for R:PRON.",masked_target_template,,r10-faith-06531,correct_correction,"replace ""they"" with ""them""",sequence-to-sequence,t5_base_grammar,Because all those broad knowledge help them to understand their major in university as well as help them to make a correct choice in specializing study.,,,,Does the explanation faithfully describe why the model made this specific edit?,,,Beacuse all those broad knowledge help they to understand their major in university as well as help they to make a correct choice in specializing study . ,edit_explanation_faithfulness,,
,,,JFLEG,U:PUNCT,,"Use punctuation that matches the sentence structure. In this sentence, the evidence is around "","".",rule_grounded_automatic,,r10-faith-06304,correct_correction,"delete "",""",sequence-to-sequence,t5_base_grammar,"But in other ways, this makes other countries need to pay extra money to make , repair the roads. What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought only raising the gas tax is unfair.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"But in other waythismakes other way country need to pay extra money to make , repair the roads What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought , only rise the gas tax is unfair . ",edit_explanation_faithfulness,,
,,,JFLEG,R:ORTH,,"Correct spelling, casing, spacing, or another orthographic form. The explanation intentionally omits the target edit.",rule_only,,r10-faith-06042,correct_correction,"replace ""they"" with ""They""",sequence-to-sequence,t5_base_grammar,They spent time on unmeaningful subjects.,,,,Does the explanation faithfully describe why the model made this specific edit?,,,because they spent time unmeaningful subjects . ,edit_explanation_faithfulness,,
,,,JFLEG,R:SPELL,,"This edit should replace ""community ,"" with ""community,"" for R:ORTH.",swapped_across_sentence,,r10-faith-05918,correct_correction,"replace ""to"" with ""too""",sequence-to-sequence,t5_base_grammar,"It is true that consumers prefer to buy a product that has a lower price, but when international companies that already have the certification begin to send its market, people will prefer to consume theirs because the difference between prices is probably not going to affect them too much.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,"It is true that consumers preffer to buy a product that has a lower price , but when international companies that has already the certification begins to send its market , people will preffer to consume theirs because the difference between prices is probbably not going to affect them to much . ",edit_explanation_faithfulness,,
,,,JFLEG,R:PRON,,"The sentence should change from ""them"" back to ""they"".",wrong_direction,,r10-faith-06546,correct_correction,"replace ""they"" with ""them""",sequence-to-sequence,t5_base_grammar,Because all those broad knowledge help them to understand their major in university as well as help them to make a correct choice in specializing study.,,,,Does the explanation faithfully describe why the model made this specific edit?,,,Beacuse all those broad knowledge help they to understand their major in university as well as help they to make a correct choice in specializing study . ,edit_explanation_faithfulness,,
,,,JFLEG,M:DET,,Use a comma because every grammar error here is punctuation-related.,wrong_rule,,r10-faith-06377,correct_correction,"insert ""a""",sequence-to-sequence,t5_base_grammar,"In the case of young people, the best way is to study as hard as possible to get better grades so in the future they will have a better chance to find better jobs.",,,,Does the explanation faithfully describe why the model made this specific edit?,,,In the case of young people the best way is studying as hard as possible to get better grades so in the future they will have better chance to find better jobs . ,edit_explanation_faithfulness,,
