item_id,priority,disagreement_count,disagreement_dimensions,dataset,model_key,model_family,model_behavior,error_type,explanation_type,source,model_prediction,model_edit,explanation,A_edit_alignment,B_edit_alignment,A_edit_validity,B_edit_validity,A_rule_correctness,B_rule_correctness,A_evidence,B_evidence,A_faithfulness,B_faithfulness,A_notes,B_notes,final_edit_alignment,final_edit_validity,final_rule_correctness,final_evidence,final_faithfulness,adjudication_notes
r10-faith-02337,P2,1,evidence_label,EXPECT,gector_roberta_base,sequence-to-edit,correct_correction,R:VERB:TENSE,wrong_rule,I get a bit scared so I searched for them outside in the streets .,"I got a bit scared , so I searched for them outside in the streets .","replace ""get"" with ""got""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation describes the comma insertion, not the tense edit from ""get"" to ""got"".","Explanation describes a comma/punctuation edit, not the verb tense change from ""get"" to ""got"".",,,,,,
r10-faith-02335,AGREE,0,,EXPECT,gector_roberta_base,sequence-to-edit,correct_correction,R:VERB:TENSE,wrong_target,I get a bit scared so I searched for them outside in the streets .,"I got a bit scared , so I searched for them outside in the streets .","replace ""get"" with ""got""","This edit should replace ""the"".",incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,"Explanation refers to replacing ""the"", not the get-to-got tense edit.","Explanation refers to replacing ""the"", which is not the current edit.",,,,,,
r10-faith-01870,AGREE,0,,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,M:PUNCT,explicit_template,"Additionally , people now continue to destroy more agricultures and forest in order to satisfy all their needs , which will distory the ecosystem diversity and biodiversity especially the endangered species .","Additionally , people now continue to destroy more agriculture and forests in order to satisfy all their needs , which will distory the ecosystem diversity and biodiversity , especially the endangered species .","insert "",""","This edit should insert "","" at source span [27,27) for M:PUNCT.",correct,correct,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,,,,,,,,
r10-faith-02533,P0,3,"edit_validity_label, rule_correctness_label, faithfulness_label",EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,M:DET,gee_style_automatic,"Additionally , our city government has prohibited smoking in public area and under 18 years old and provides a free session of talks or presentations to increase the awareness of clean , safe , fresh environment to the city .","Additionally , our city government has prohibited smoking in public areas and those under 18 years old and provides a free session of talks or presentations to increase the awareness of a clean , safe , fresh environment in the city .","insert ""those""","The phrase near span [12,12) violates M:DET; use an article or determiner licensed by the noun phrase.",partially_correct,partially_correct,invalid,valid,incorrect,partially_correct,partially_correct,partially_correct,unfaithful,partially_faithful,"The insertion targets the right area, but the prediction still makes an illogical coordination; the determiner explanation is misleading.","Explanation refers to determiner insertion but does not specify the inserted word ""those"".",,,,,,
r10-faith-01489,P2,1,edit_validity_label,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,R:NOUN,generic,"In conclusion , I think that this type of food and atmosphere is very for us , because normally we speak about books , work and studies , whereas with this type of environment we can speak about ourselves , our family , our hobbies and everyone will get to know new something about other classmates .","In conclusion , I think that this type of food and atmosphere is great for us , because normally we speak about books , work and studies , whereas with this type of environment , we can speak about ourselves , our family , our hobbies and everyone will get to know new things about other classmates .","replace ""something"" with ""things""",The sentence has a grammar issue and should be improved.,incorrect,incorrect,valid,acceptable_alternative,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,,Generic explanation does not identify the specific edit.,,,,,,
r10-faith-02111,P0,3,"edit_alignment_label, edit_validity_label, faithfulness_label",EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,M:PUNCT,masked_target_template,public transportation . day by day folk are more crazy about own vehicles which leads dark future for public transportation,"Public transportation . Day by day , folks are more crazy about their own vehicles , which leads to a dark future for public transportation .","insert "".""","This edit should insert ""[MASK]"" at source span [20,20) for M:PUNCT[MASK]",partially_correct,incorrect,valid,uncertain,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,unfaithful,Target punctuation is masked.,"The explanation refers to a masked punctuation insertion at span [20,20), but the displayed atomic edit is only ""insert ""."" with no clear matching location in the source/prediction; the prediction also adds commas and a final period, so the extracted edit is ambiguous.",,,,,,
r10-faith-02304,P1,1,edit_alignment_label,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,M:PUNCT,rule_grounded_automatic,Computers can offer escape from the humdrum routine of daily life by means of games but they are mind - numbing and un - inventive .,"Computers can offer escape from the humdrum routine of daily life by means of games , but they are mind - numbing and un - inventive .","insert "",""","Use punctuation that matches the sentence structure. In this sentence, the evidence is around ""but"".",partially_correct,correct,valid,valid,partially_correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,"Explanation identifies punctuation near ""but"" but does not explicitly state comma insertion or independent clauses.",Comma before coordinating conjunction joining independent clauses is correct; explanation is vague.,,,,,,
r10-faith-02572,P2,1,edit_validity_label,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,R:OTHER,rule_only,"At last , I was 10 out of 27 people .","Finally , I was 10 out of 27 people .","replace ""At last"" with ""Finally""",Apply the grammar rule indicated by the local context. The explanation intentionally omits the target edit.,incorrect,incorrect,valid,stylistic,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Generic explanation omits the actual edit.,Explanation is generic and does not identify the specific edit or rule.,,,,,,
r10-faith-02458,P0,5,"edit_alignment_label, edit_validity_label, rule_correctness_label, evidence_label, faithfulness_label",EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,R:VERB,swapped_across_sentence,"Luckily the operation was fine and she stopped come with me , and since that day I go on my own .","Luckily , the operation was fine and she stopped coming with me , and from that day I been on my own .","replace ""go"" with ""been""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,uncertain,invalid,uncertain,incorrect,uncertain,incorrect,uncertain,unfaithful,uncertain,"Explanation concerns an unrelated punctuation edit; replacing ""go"" with ""been"" leaves ""I been"" ungrammatical.",API failed,,,,,,
r10-faith-02136,AGREE,0,,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,U:CONJ,wrong_direction,I took the sun a very long time and then I went to a cafe and and I drank a drink .,I took the sun for a very long time and then I went to a cafe and drank a drink .,"delete ""and""","The sentence should change from """" back to ""and"".",incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,"Explanation describes adding or restoring ""and"", not deleting the duplicate ""and"".","Explanation reverses the edit and describes adding rather than deleting ""and"".",,,,,,
r10-faith-01677,P2,1,evidence_label,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,M:PUNCT,wrong_rule,"i love my family especially my little sister , she has sixteen years old , i consider her my best friend because i usually tell her everything about my life .","I love my family , especially my little sister . She is sixteen years old . I consider her my best friend because I usually tell her everything about my life .","insert "",""",Use a comma because every grammar error here is punctuation-related.,partially_correct,partially_correct,valid,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,Explanation identifies comma insertion but gives a false rationale; other errors are capitalization and verb choice.,"Explanation overgeneralizes; not every error is punctuation-related, and comma reason is vague.",,,,,,
r10-faith-01835,AGREE,0,,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,R:PUNCT,wrong_target,"we think that in the future the planet will be in a bad condition and the trees will be dissappearing , after that we will have wars .","We think that in the future the planet will be in a bad condition and the trees will disappear . After that , we will have wars .","replace "", after"" with "". After""","This edit should replace ""the"".",incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,"Explanation refers to replacing ""the"", not the punctuation/capitalization edit.","Explanation refers to replacing ""the"", not the punctuation/capitalization edit.",,,,,,
r10-faith-01430,AGREE,0,,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,M:DET,explicit_template,They were planning to steal a very precious thing from Museum tonight .,They were planning to steal a very precious thing from the museum tonight .,"insert ""the""","This edit should insert ""the"" at source span [10,10) for M:DET.",correct,correct,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,,,,,,,,
r10-faith-01493,AGREE,0,,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,M:PUNCT,gee_style_automatic,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I 'd like to tell you about my favorite restaurant . Its name is "" Lemon "" . I go there every week . It has different food than other restaurants . I 'd like chicken crispy with garlic sauce . It 's an excellent choice for me and my favorite appitizer is susage and for dessert , I 'd like "" Vadge "" cake with chocolate sauce . I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","replace ""its"" with "". Its""","The phrase near span [10,11) violates M:PUNCT; use punctuation that matches the sentence structure.",partially_correct,partially_correct,valid,valid,partially_correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,Explanation identifies the punctuation location but omits the exact period/capitalization change.,Explanation refers to punctuation at the correct area but is generic and does not specify the exact edit.,,,,,,
r10-faith-06949,AGREE,0,,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,R:OTHER,generic,Variety of buses are provided by the government in order to meet people 's financial means .,A variety of buses are provided by the government in order to meet people 's financial means .,"replace ""Variety"" with ""A variety""",The sentence has a grammar issue and should be improved.,incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,,,,,,,,
r10-faith-01491,AGREE,0,,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,M:PUNCT,masked_target_template,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I 'd like to tell you about my favorite restaurant . Its name is "" Lemon "" . I go there every week . It has different food than other restaurants . I 'd like chicken crispy with garlic sauce . It 's an excellent choice for me and my favorite appitizer is susage and for dessert , I 'd like "" Vadge "" cake with chocolate sauce . I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","replace ""its"" with "". Its""","This edit should replace ""its"" with ""[MASK]"" at source span [10,11) for M:PUNCT.",partially_correct,partially_correct,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,Target word is masked.,Target is masked; explanation identifies the span and punctuation-related edit but not the full replacement.,,,,,,
r10-faith-01494,AGREE,0,,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,M:PUNCT,rule_grounded_automatic,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I 'd like to tell you about my favorite restaurant . Its name is "" Lemon "" . I go there every week . It has different food than other restaurants . I 'd like chicken crispy with garlic sauce . It 's an excellent choice for me and my favorite appitizer is susage and for dessert , I 'd like "" Vadge "" cake with chocolate sauce . I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","replace ""its"" with "". Its""","Use punctuation that matches the sentence structure. In this sentence, the evidence is around ""its"".",partially_correct,partially_correct,valid,valid,partially_correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,"Identifies punctuation near ""its"" but omits the specific period and capitalization.",Explanation correctly identifies the edit area but is vague about the specific punctuation/capitalization change.,,,,,,
r10-faith-06942,AGREE,0,,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,R:OTHER,rule_only,Variety of buses are provided by the government in order to meet people 's financial means .,A variety of buses are provided by the government in order to meet people 's financial means .,"replace ""Variety"" with ""A variety""",Apply the grammar rule indicated by the local context. The explanation intentionally omits the target edit.,incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,,Explanation is generic and does not identify the article insertion edit.,,,,,,
r10-faith-01438,AGREE,0,,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,M:DET,swapped_across_sentence,They were planning to steal a very precious thing from Museum tonight .,They were planning to steal a very precious thing from the museum tonight .,"insert ""the""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,valid,valid,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,Explanation refers to an unrelated punctuation edit not present in the sentence.,"Explanation refers to an unrelated punctuation edit, not inserting ""the"" before ""museum"".",,,,,,
r10-faith-01986,P2,1,edit_validity_label,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,R:NOUN,wrong_direction,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time length of 50 years from now .,A worldwide war is the only case in which we will see a dramatic change in peoples ' lives in 50 years from now .,"delete ""the time length of""","The sentence should change from """" back to ""the time length of"".",incorrect,incorrect,acceptable_alternative,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Explanation reverses the deletion; several temporal phrasings would be possible.,Explanation reverses the edit direction and misstates the change.,,,,,,
r10-faith-01857,AGREE,0,,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,R:SPELL,wrong_rule,"Additionally , people now continue to destroy more agricultures and forest in order to satisfy all their needs , which will distory the ecosystem diversity and biodiversity especially the endangered species .","Additionally , people now continue to destroy more agriculture and forests in order to satisfy all their needs , which will distory the ecosystem diversity and biodiversity , especially the endangered species .","replace ""agricultures"" with ""agriculture""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,valid,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,"Explanation describes the comma edit, not the agriculture noun-number edit.","Explanation describes a comma/punctuation edit, not the noun-number/lexical edit.",,,,,,
r10-faith-01435,P2,3,"edit_validity_label, rule_correctness_label, evidence_label",EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,M:DET,wrong_target,They were planning to steal a very precious thing from Museum tonight .,They were planning to steal a very precious thing from the museum tonight .,"insert ""the""","This edit should insert ""a"".",incorrect,incorrect,acceptable_alternative,valid,not_applicable,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation gives the wrong target; either article could be grammatical, but the model inserted ""the"".","Explanation incorrectly says insert ""a"" instead of ""the"" before museum.",,,,,,
r10-faith-02810,AGREE,0,,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,R:OTHER,explicit_template,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","replace ""ed"" with ""and""","This edit should replace ""ed"" with ""and"" at source span [70,71) for R:OTHER.",correct,correct,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,,,,,,,,
r10-faith-02953,P2,1,rule_correctness_label,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,R:MORPH,gee_style_automatic,I hope my house will win the champion next year .,I hope my house will win the championship next year.,"replace ""champion"" with ""championship""","The phrase near span [7,8) violates R:MORPH; use the correct morphological form.",partially_correct,partially_correct,valid,valid,correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,Explanation identifies the edited span and error type but does not specify the target word or contextual trigger.,Explanation identifies the general area and morphology issue but is vague and code-based.,,,,,,
r10-faith-02639,AGREE,0,,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,R:PREP,generic,"In my community , we are very interested at the environment and ecological things .","In my community, we are very interested in the environment and ecological things.","replace ""at"" with ""in""",The sentence has a grammar issue and should be improved.,incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,,,,,,,,
r10-faith-03101,AGREE,0,,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,M:DET,masked_target_template,But such a high level of development of Egyptian civilization has a negative side as well as positive .,"There is a high level of development of Egyptian civilization, but there is a negative side as well as a positive side.","insert ""a""","This edit should insert ""[MASK]"" [MASK]t source span [17,17) for M:DET.",partially_correct,partially_correct,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,Target word is masked; explanation gives no rule or contextual evidence.,"Explanation is garbled and masks the target, but indicates inserting a determiner.",,,,,,
r10-faith-03104,AGREE,0,,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,M:DET,rule_grounded_automatic,But such a high level of development of Egyptian civilization has a negative side as well as positive .,"There is a high level of development of Egyptian civilization, but there is a negative side as well as a positive side.","insert ""a""","Use an article or determiner licensed by the noun phrase. In this sentence, the evidence is around ""positive"".",partially_correct,partially_correct,valid,valid,partially_correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,"Explanation identifies the determiner need near ""positive"" but is vague about the singular noun phrase ""positive side"".","The explanation refers to the article insertion near ""positive"" but is vague about the exact edit and noun phrase.",,,,,,
r10-faith-03492,AGREE,0,,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,R:PREP,rule_only,"I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring of the environment is very important and in my village they take different actions to care for it .","I live in San Miguel Almoloyan , this is a village in the municipality of Almoloya de Juarez in the State of Mexico . Caring for the environment is very important and in my village they take different actions to care for it.","replace ""of"" with ""for""",Use the preposition required by the surrounding phrase. The explanation intentionally omits the target edit.,partially_correct,partially_correct,valid,valid,partially_correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,Explanation identifies a preposition choice but omits of/for and only vaguely cites context.,Explanation identifies the preposition issue but omits the target word.,,,,,,
r10-faith-03328,P2,2,"rule_correctness_label, evidence_label",EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,R:VERB,swapped_across_sentence,"i love my family especially my little sister , she has sixteen years old , i consider her my best friend because i usually tell her everything about my life .","i love my family, especially my little sister, who is sixteen years old, and I consider her my best friend because I usually tell her everything about my life.","replace ""has"" with ""is""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,valid,valid,incorrect,not_applicable,incorrect,not_provided,unfaithful,unfaithful,Explanation is from another edit/sentence and cites an unrelated orthographic change.,"Explanation refers to a different edit/span and does not describe replacing ""has"" with ""is"".",,,,,,
r10-faith-02836,AGREE,0,,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,U:PREP,wrong_direction,We should use of public transport because at the present there are a lot of cars in the world that pollute and unfortunately we are harming the environment and the world .,We should use public transportation because at the present there are a lot of cars in the world that pollute and unfortunately we are harming the environment and the world.,"delete ""of""","The sentence should change from """" back to ""of"".",incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,"Explanation reverses the deletion of ""of"".",Explanation reverses the edit and misstates source/target.,,,,,,
r10-faith-03327,P2,1,evidence_label,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,R:VERB,wrong_rule,"i love my family especially my little sister , she has sixteen years old , i consider her my best friend because i usually tell her everything about my life .","i love my family, especially my little sister, who is sixteen years old, and I consider her my best friend because I usually tell her everything about my life.","replace ""has"" with ""is""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation refers to punctuation, not the verb change for age expression.","Explanation discusses punctuation/comma use, not the 'has'→'is' age construction edit.",,,,,,
r10-faith-02815,AGREE,0,,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,R:OTHER,wrong_target,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","replace ""ed"" with ""and""","This edit should replace ""the"".",incorrect,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,"Explanation refers to replacing ""the"" instead of ""ed"".","Explanation refers to replacing ""the"", not the actual ""ed""→""and"" edit.",,,,,,
r10-faith-02650,P0,2,"rule_correctness_label, faithfulness_label",EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:SPELL,explicit_template,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","replace ""chanched"" with ""changed""","This edit should replace ""chanched"" with ""changed"" at source span [2,3) for R:SPELL.",correct,correct,valid,valid,correct,not_applicable,not_provided,not_provided,faithful,partially_faithful,,,,,,,,
r10-faith-03963,P1,3,"edit_alignment_label, rule_correctness_label, evidence_label",EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:NOUN,gee_style_automatic,public transportation . day by day folk are more crazy about own vehicles which leads dark future for public transportation,"Public transportation. Day by day people are more crazy about own vehicles, which leads to a dark future for public transportation.","replace ""folk"" with ""people""","The phrase near span [6,7) violates R:NOUN; use the noun number or noun form required by the sentence.",partially_correct,incorrect,stylistic,stylistic,incorrect,not_applicable,not_provided,incorrect,unfaithful,unfaithful,People is a stylistic/register substitution; no noun-number requirement forces it.,"Explanation is generic and cites an opaque rule/span rather than the lexical replacement of ""folk"" with ""people"".",,,,,,
r10-faith-03639,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,generic,"The city has many projects such as "" Keep it clean , keep it beauty "" , the goal of which is to promote proper disposal in the public areas .","The city has many projects such as "" Keep it clean , keep it beautiful "", the goal of which is to promote proper disposal in the public areas.","replace ""areas ."" with ""areas.""",The sentence has a grammar issue and should be improved.,incorrect,incorrect,valid,stylistic,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,,Generic explanation does not identify the specific punctuation spacing edit.,,,,,,
r10-faith-03481,AGREE,0,,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,masked_target_template,"Sometimes we go to partyies in the city , I dance in the parties with my friends .","Sometimes we go to partyies in the city, and I dance in the parties with my friends.","replace ""friends ."" with ""friends.""","This edit should replace ""friends ."" with ""[MASK]"" at source span [16,18) for R:ORTH.",partially_correct,partially_correct,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,Target is masked.,Target is masked; explanation identifies the spacing/punctuation edit but gives no explicit rule.,,,,,,
r10-faith-03784,P1,3,"edit_alignment_label, edit_validity_label, rule_correctness_label",EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,rule_grounded_automatic,"According to l'Academie Français , all literature of the Neoclassic period must follow the rules of propriety which regulated the author should avoid certain topics , including sex , violence , church , and state issues .","According to l'Academie Français, all literature of the Neoclassic period must follow the rules of propriety which regulated the author should avoid certain topics, including sex , violence , church , and state issues.","replace ""topics ,"" with ""topics,""","Correct spelling, casing, spacing, or another orthographic form. In this sentence, the evidence is around ""topics"".",partially_correct,correct,valid,stylistic,correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,Identifies orthographic spacing near topics but not the exact comma-spacing change.,The edit removes an extra space before a comma; the explanation is generic but broadly orthographic.,,,,,,
r10-faith-03972,AGREE,0,,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:NOUN,rule_only,public transportation . day by day folk are more crazy about own vehicles which leads dark future for public transportation,"Public transportation. Day by day people are more crazy about own vehicles, which leads to a dark future for public transportation.","replace ""vehicles"" with ""vehicles,""",Use the noun number or noun form required by the sentence. The explanation intentionally omits the target edit.,incorrect,incorrect,valid,valid,incorrect,incorrect,not_provided,not_provided,unfaithful,unfaithful,"Explanation describes noun form, but the edit adds a comma after ""vehicles"".",Explanation does not describe the comma insertion and cites an irrelevant noun-form rule.,,,,,,
r10-faith-03148,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,M:VERB,swapped_across_sentence,"Until dawn all of them had got out , so they sacred until they found a refuge .","Until dawn, all of them had got out, so they were sacred until they found a refuge.","insert ""were""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,invalid,valid,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,Explanation is swapped from another item; insertion creates contextually wrong “were sacred” rather than “were scared.”,Explanation refers to an unrelated punctuation edit and nonexistent text.,,,,,,
r10-faith-03286,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,wrong_direction,Computers have had a most significant impact on the people in the latter 1/2 of the 20th century .,Using the Internet for the first time since the beginning of the 20th century.,"replace ""century ."" with ""century.""","The sentence should change from ""century."" back to ""century ."".",incorrect,incorrect,valid,stylistic,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Explanation reverses the punctuation-spacing edit direction.,Explanation reverses the edit direction; model removes space before period.,,,,,,
