item_id,task_type,dataset,model_key,model_family,model_behavior,error_type,explanation_type,source,model_prediction,model_edit,explanation,instance_id,edit_id,automatic_label,automatic_negative_type,annotator_a_edit_alignment,annotator_b_edit_alignment,final_edit_alignment,annotator_a_edit_validity,annotator_b_edit_validity,final_edit_validity,annotator_a_rule_correctness,annotator_b_rule_correctness,final_rule_correctness,annotator_a_evidence,annotator_b_evidence,final_evidence,annotator_a_faithfulness,annotator_b_faithfulness,final_faithfulness,A_notes,B_notes,adjudication_notes,gold_source,gold_status
r10-faith-06908,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,correct_correction,R:VERB:FORM,swapped_across_sentence,The first one was names Amanda junior after her mom but she was a cheetah .She was 9 years old and she loved to run and she was the fastest in the family and had a lot of spots .,"The first one was named Amanda Junior after her mom , but she was a cheetah . She was 9 years old and she loved to run and she was the fastest in the family and had a lot of spots .","replace ""names"" with ""named""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",EXPECT::expect-test-00060::gector_roberta_base::00690::4-5::replace::swapped_across_sentence,EXPECT::expect-test-00060::gector_roberta_base::00690::4-5::replace,negative,swapped_across_sentence,incorrect,incorrect,incorrect,valid,valid,valid,incorrect,not_applicable,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,unfaithful,"Explanation refers to an unrelated punctuation edit, not names→named.",Explanation refers to a different edit and unrelated token.,"Explanation concerns an unrelated comma-spacing edit, not replacing ""names"" with ""named"".",adjudicated_disagreement,adjudicated
r10-faith-02526,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,correct_correction,R:NOUN:NUM,wrong_direction,"Additionally , our city government has prohibited smoking in public area and under 18 years old and provides a free session of talks or presentations to increase the awareness of clean , safe , fresh environment to the city .","Additionally , our city government has prohibited smoking in public areas and those under 18 years old and provides a free session of talks or presentations to increase the awareness of a clean , safe , fresh environment in the city .","replace ""area"" with ""areas""","The sentence should change from ""areas"" back to ""area"".",EXPECT::expect-test-00055::gector_roberta_base::00252::10-11::replace::wrong_direction,EXPECT::expect-test-00055::gector_roberta_base::00252::10-11::replace,negative,wrong_direction,incorrect,uncertain,incorrect,valid,uncertain,valid,not_applicable,uncertain,not_applicable,not_provided,uncertain,not_provided,unfaithful,uncertain,unfaithful,Explanation reverses the model edit direction.,API failed,Explanation reverses the actual edit direction.,adjudicated_disagreement,adjudicated
r10-faith-02337,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,correct_correction,R:VERB:TENSE,wrong_rule,I get a bit scared so I searched for them outside in the streets .,"I got a bit scared , so I searched for them outside in the streets .","replace ""get"" with ""got""",Use a comma because every grammar error here is punctuation-related.,EXPECT::expect-test-00045::gector_roberta_base::00233::1-2::replace::wrong_rule,EXPECT::expect-test-00045::gector_roberta_base::00233::1-2::replace,negative,wrong_rule,incorrect,incorrect,incorrect,valid,valid,valid,incorrect,incorrect,incorrect,not_provided,incorrect,not_provided,unfaithful,unfaithful,unfaithful,"Explanation describes the comma insertion, not the tense edit from ""get"" to ""got"".","Explanation describes a comma/punctuation edit, not the verb tense change from ""get"" to ""got"".","Explanation describes the comma insertion, not the get-to-got tense edit.",adjudicated_disagreement,adjudicated
r10-faith-02335,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,correct_correction,R:VERB:TENSE,wrong_target,I get a bit scared so I searched for them outside in the streets .,"I got a bit scared , so I searched for them outside in the streets .","replace ""get"" with ""got""","This edit should replace ""the"".",EXPECT::expect-test-00045::gector_roberta_base::00233::1-2::replace::wrong_target,EXPECT::expect-test-00045::gector_roberta_base::00233::1-2::replace,negative,wrong_target,incorrect,incorrect,incorrect,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,"Explanation refers to replacing ""the"", not the get-to-got tense edit.","Explanation refers to replacing ""the"", which is not the current edit.",,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-01870,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,M:PUNCT,explicit_template,"Additionally , people now continue to destroy more agricultures and forest in order to satisfy all their needs , which will distory the ecosystem diversity and biodiversity especially the endangered species .","Additionally , people now continue to destroy more agriculture and forests in order to satisfy all their needs , which will distory the ecosystem diversity and biodiversity , especially the endangered species .","insert "",""","This edit should insert "","" at source span [27,27) for M:PUNCT.",EXPECT::expect-test-00021::gector_roberta_base::00187::27-27::insert::explicit_template,EXPECT::expect-test-00021::gector_roberta_base::00187::27-27::insert,faithful_positive,,correct,correct,correct,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,partially_faithful,partially_faithful,partially_faithful,,,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-02533,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,M:DET,gee_style_automatic,"Additionally , our city government has prohibited smoking in public area and under 18 years old and provides a free session of talks or presentations to increase the awareness of clean , safe , fresh environment to the city .","Additionally , our city government has prohibited smoking in public areas and those under 18 years old and provides a free session of talks or presentations to increase the awareness of a clean , safe , fresh environment in the city .","insert ""those""","The phrase near span [12,12) violates M:DET; use an article or determiner licensed by the noun phrase.",EXPECT::expect-test-00055::gector_roberta_base::00253::12-12::insert::gee_style_automatic,EXPECT::expect-test-00055::gector_roberta_base::00253::12-12::insert,faithful_candidate,,partially_correct,partially_correct,partially_correct,invalid,valid,invalid,incorrect,partially_correct,incorrect,partially_correct,partially_correct,not_provided,unfaithful,partially_faithful,unfaithful,"The insertion targets the right area, but the prediction still makes an illogical coordination; the determiner explanation is misleading.","Explanation refers to determiner insertion but does not specify the inserted word ""those"".",Explanation identifies the insertion area but omits target; determiner rule is not applicable and final coordination remains flawed.,adjudicated_disagreement,adjudicated
r10-faith-01489,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,R:NOUN,generic,"In conclusion , I think that this type of food and atmosphere is very for us , because normally we speak about books , work and studies , whereas with this type of environment we can speak about ourselves , our family , our hobbies and everyone will get to know new something about other classmates .","In conclusion , I think that this type of food and atmosphere is great for us , because normally we speak about books , work and studies , whereas with this type of environment , we can speak about ourselves , our family , our hobbies and everyone will get to know new things about other classmates .","replace ""something"" with ""things""",The sentence has a grammar issue and should be improved.,EXPECT::expect-test-00007::gector_roberta_base::00148::52-53::replace::generic,EXPECT::expect-test-00007::gector_roberta_base::00148::52-53::replace,negative,generic,incorrect,incorrect,incorrect,valid,acceptable_alternative,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,,Generic explanation does not identify the specific edit.,Generic explanation does not identify the specific something-to-things edit.,adjudicated_disagreement,adjudicated
r10-faith-02111,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,M:PUNCT,masked_target_template,public transportation . day by day folk are more crazy about own vehicles which leads dark future for public transportation,"Public transportation . Day by day , folks are more crazy about their own vehicles , which leads to a dark future for public transportation .","insert "".""","This edit should insert ""[MASK]"" at source span [20,20) for M:PUNCT[MASK]",EXPECT::expect-test-00036::gector_roberta_base::00211::20-20::insert::masked_target_template,EXPECT::expect-test-00036::gector_roberta_base::00211::20-20::insert,faithful_positive_masked,,partially_correct,incorrect,partially_correct,valid,uncertain,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,partially_faithful,unfaithful,partially_faithful,Target punctuation is masked.,"The explanation refers to a masked punctuation insertion at span [20,20), but the displayed atomic edit is only ""insert ""."" with no clear matching location in the source/prediction; the prediction also adds commas and a final period, so the extracted edit is ambiguous.",Target punctuation is masked; explanation otherwise identifies insertion at final span.,adjudicated_disagreement,adjudicated
r10-faith-02304,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,M:PUNCT,rule_grounded_automatic,Computers can offer escape from the humdrum routine of daily life by means of games but they are mind - numbing and un - inventive .,"Computers can offer escape from the humdrum routine of daily life by means of games , but they are mind - numbing and un - inventive .","insert "",""","Use punctuation that matches the sentence structure. In this sentence, the evidence is around ""but"".",EXPECT::expect-test-00042::gector_roberta_base::00230::15-15::insert::rule_grounded_automatic,EXPECT::expect-test-00042::gector_roberta_base::00230::15-15::insert,faithful_candidate,,partially_correct,correct,partially_correct,valid,valid,valid,partially_correct,partially_correct,partially_correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,partially_faithful,"Explanation identifies punctuation near ""but"" but does not explicitly state comma insertion or independent clauses.",Comma before coordinating conjunction joining independent clauses is correct; explanation is vague.,Explanation identifies punctuation near “but” but does not explicitly specify inserting a comma before the coordinating conjunction.,adjudicated_disagreement,adjudicated
r10-faith-02572,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,R:OTHER,rule_only,"At last , I was 10 out of 27 people .","Finally , I was 10 out of 27 people .","replace ""At last"" with ""Finally""",Apply the grammar rule indicated by the local context. The explanation intentionally omits the target edit.,EXPECT::expect-test-00057::gector_roberta_base::00257::0-2::replace::rule_only,EXPECT::expect-test-00057::gector_roberta_base::00257::0-2::replace,partially_informative_positive,,incorrect,incorrect,incorrect,valid,stylistic,stylistic,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,Generic explanation omits the actual edit.,Explanation is generic and does not identify the specific edit or rule.,Explanation is generic and intentionally omits the target edit; the wording change is mainly stylistic.,adjudicated_disagreement,adjudicated
r10-faith-02458,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,R:VERB,swapped_across_sentence,"Luckily the operation was fine and she stopped come with me , and since that day I go on my own .","Luckily , the operation was fine and she stopped coming with me , and from that day I been on my own .","replace ""go"" with ""been""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",EXPECT::expect-test-00051::gector_roberta_base::00245::17-18::replace::swapped_across_sentence,EXPECT::expect-test-00051::gector_roberta_base::00245::17-18::replace,negative,swapped_across_sentence,incorrect,uncertain,incorrect,invalid,uncertain,invalid,incorrect,uncertain,incorrect,incorrect,uncertain,incorrect,unfaithful,uncertain,unfaithful,"Explanation concerns an unrelated punctuation edit; replacing ""go"" with ""been"" leaves ""I been"" ungrammatical.",API failed,Explanation is unrelated; model edit yields nonstandard “I been” without auxiliary.,adjudicated_disagreement,adjudicated
r10-faith-02136,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,U:CONJ,wrong_direction,I took the sun a very long time and then I went to a cafe and and I drank a drink .,I took the sun for a very long time and then I went to a cafe and drank a drink .,"delete ""and""","The sentence should change from """" back to ""and"".",EXPECT::expect-test-00037::gector_roberta_base::00213::15-16::delete::wrong_direction,EXPECT::expect-test-00037::gector_roberta_base::00213::15-16::delete,negative,wrong_direction,incorrect,incorrect,incorrect,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,"Explanation describes adding or restoring ""and"", not deleting the duplicate ""and"".","Explanation reverses the edit and describes adding rather than deleting ""and"".",,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-01677,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,M:PUNCT,wrong_rule,"i love my family especially my little sister , she has sixteen years old , i consider her my best friend because i usually tell her everything about my life .","I love my family , especially my little sister . She is sixteen years old . I consider her my best friend because I usually tell her everything about my life .","insert "",""",Use a comma because every grammar error here is punctuation-related.,EXPECT::expect-test-00014::gector_roberta_base::00167::4-4::insert::wrong_rule,EXPECT::expect-test-00014::gector_roberta_base::00167::4-4::insert,negative,wrong_rule,partially_correct,partially_correct,partially_correct,valid,valid,valid,incorrect,incorrect,incorrect,not_provided,incorrect,not_provided,unfaithful,unfaithful,unfaithful,Explanation identifies comma insertion but gives a false rationale; other errors are capitalization and verb choice.,"Explanation overgeneralizes; not every error is punctuation-related, and comma reason is vague.",Explanation mentions adding a comma but gives no location and falsely claims all errors are punctuation-related.,adjudicated_disagreement,adjudicated
r10-faith-01835,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,R:PUNCT,wrong_target,"we think that in the future the planet will be in a bad condition and the trees will be dissappearing , after that we will have wars .","We think that in the future the planet will be in a bad condition and the trees will disappear . After that , we will have wars .","replace "", after"" with "". After""","This edit should replace ""the"".",EXPECT::expect-test-00019::gector_roberta_base::00183::20-22::replace::wrong_target,EXPECT::expect-test-00019::gector_roberta_base::00183::20-22::replace,negative,wrong_target,incorrect,incorrect,incorrect,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,"Explanation refers to replacing ""the"", not the punctuation/capitalization edit.","Explanation refers to replacing ""the"", not the punctuation/capitalization edit.",,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-01430,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,M:DET,explicit_template,They were planning to steal a very precious thing from Museum tonight .,They were planning to steal a very precious thing from the museum tonight .,"insert ""the""","This edit should insert ""the"" at source span [10,10) for M:DET.",EXPECT::expect-test-00005::gector_roberta_base::00143::10-10::insert::explicit_template,EXPECT::expect-test-00005::gector_roberta_base::00143::10-10::insert,faithful_positive,,correct,correct,correct,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,partially_faithful,partially_faithful,partially_faithful,,,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-01493,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,M:PUNCT,gee_style_automatic,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I 'd like to tell you about my favorite restaurant . Its name is "" Lemon "" . I go there every week . It has different food than other restaurants . I 'd like chicken crispy with garlic sauce . It 's an excellent choice for me and my favorite appitizer is susage and for dessert , I 'd like "" Vadge "" cake with chocolate sauce . I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","replace ""its"" with "". Its""","The phrase near span [10,11) violates M:PUNCT; use punctuation that matches the sentence structure.",EXPECT::expect-test-00008::gector_roberta_base::00149::10-11::replace::gee_style_automatic,EXPECT::expect-test-00008::gector_roberta_base::00149::10-11::replace,faithful_candidate,,partially_correct,partially_correct,partially_correct,valid,valid,valid,partially_correct,partially_correct,partially_correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,partially_faithful,Explanation identifies the punctuation location but omits the exact period/capitalization change.,Explanation refers to punctuation at the correct area but is generic and does not specify the exact edit.,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-06949,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,R:OTHER,generic,Variety of buses are provided by the government in order to meet people 's financial means .,A variety of buses are provided by the government in order to meet people 's financial means .,"replace ""Variety"" with ""A variety""",The sentence has a grammar issue and should be improved.,EXPECT::expect-test-00061::gector_roberta_base::00694::0-1::replace::generic,EXPECT::expect-test-00061::gector_roberta_base::00694::0-1::replace,negative,generic,incorrect,incorrect,incorrect,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,,,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-01491,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,M:PUNCT,masked_target_template,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I 'd like to tell you about my favorite restaurant . Its name is "" Lemon "" . I go there every week . It has different food than other restaurants . I 'd like chicken crispy with garlic sauce . It 's an excellent choice for me and my favorite appitizer is susage and for dessert , I 'd like "" Vadge "" cake with chocolate sauce . I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","replace ""its"" with "". Its""","This edit should replace ""its"" with ""[MASK]"" at source span [10,11) for M:PUNCT.",EXPECT::expect-test-00008::gector_roberta_base::00149::10-11::replace::masked_target_template,EXPECT::expect-test-00008::gector_roberta_base::00149::10-11::replace,faithful_positive_masked,,partially_correct,partially_correct,partially_correct,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,partially_faithful,partially_faithful,partially_faithful,Target word is masked.,Target is masked; explanation identifies the span and punctuation-related edit but not the full replacement.,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-01494,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,M:PUNCT,rule_grounded_automatic,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I 'd like to tell you about my favorite restaurant . Its name is "" Lemon "" . I go there every week . It has different food than other restaurants . I 'd like chicken crispy with garlic sauce . It 's an excellent choice for me and my favorite appitizer is susage and for dessert , I 'd like "" Vadge "" cake with chocolate sauce . I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","replace ""its"" with "". Its""","Use punctuation that matches the sentence structure. In this sentence, the evidence is around ""its"".",EXPECT::expect-test-00008::gector_roberta_base::00149::10-11::replace::rule_grounded_automatic,EXPECT::expect-test-00008::gector_roberta_base::00149::10-11::replace,faithful_candidate,,partially_correct,partially_correct,partially_correct,valid,valid,valid,partially_correct,partially_correct,partially_correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,partially_faithful,"Identifies punctuation near ""its"" but omits the specific period and capitalization.",Explanation correctly identifies the edit area but is vague about the specific punctuation/capitalization change.,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-06942,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,R:OTHER,rule_only,Variety of buses are provided by the government in order to meet people 's financial means .,A variety of buses are provided by the government in order to meet people 's financial means .,"replace ""Variety"" with ""A variety""",Apply the grammar rule indicated by the local context. The explanation intentionally omits the target edit.,EXPECT::expect-test-00061::gector_roberta_base::00694::0-1::replace::rule_only,EXPECT::expect-test-00061::gector_roberta_base::00694::0-1::replace,partially_informative_positive,,incorrect,incorrect,incorrect,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,,Explanation is generic and does not identify the article insertion edit.,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-01438,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,M:DET,swapped_across_sentence,They were planning to steal a very precious thing from Museum tonight .,They were planning to steal a very precious thing from the museum tonight .,"insert ""the""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",EXPECT::expect-test-00005::gector_roberta_base::00143::10-10::insert::swapped_across_sentence,EXPECT::expect-test-00005::gector_roberta_base::00143::10-10::insert,negative,swapped_across_sentence,incorrect,incorrect,incorrect,valid,valid,valid,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,unfaithful,Explanation refers to an unrelated punctuation edit not present in the sentence.,"Explanation refers to an unrelated punctuation edit, not inserting ""the"" before ""museum"".",,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-01986,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,R:NOUN,wrong_direction,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time length of 50 years from now .,A worldwide war is the only case in which we will see a dramatic change in peoples ' lives in 50 years from now .,"delete ""the time length of""","The sentence should change from """" back to ""the time length of"".",EXPECT::expect-test-00028::gector_roberta_base::00198::19-23::delete::wrong_direction,EXPECT::expect-test-00028::gector_roberta_base::00198::19-23::delete,negative,wrong_direction,incorrect,incorrect,incorrect,acceptable_alternative,valid,acceptable_alternative,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,Explanation reverses the deletion; several temporal phrasings would be possible.,Explanation reverses the edit direction and misstates the change.,Explanation reverses the deletion; edit removes an awkward phrase though other time-phrase corrections are possible.,adjudicated_disagreement,adjudicated
r10-faith-01857,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,R:SPELL,wrong_rule,"Additionally , people now continue to destroy more agricultures and forest in order to satisfy all their needs , which will distory the ecosystem diversity and biodiversity especially the endangered species .","Additionally , people now continue to destroy more agriculture and forests in order to satisfy all their needs , which will distory the ecosystem diversity and biodiversity , especially the endangered species .","replace ""agricultures"" with ""agriculture""",Use a comma because every grammar error here is punctuation-related.,EXPECT::expect-test-00021::gector_roberta_base::00185::8-9::replace::wrong_rule,EXPECT::expect-test-00021::gector_roberta_base::00185::8-9::replace,negative,wrong_rule,incorrect,incorrect,incorrect,valid,valid,valid,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,unfaithful,"Explanation describes the comma edit, not the agriculture noun-number edit.","Explanation describes a comma/punctuation edit, not the noun-number/lexical edit.",,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-01435,edit_explanation_faithfulness,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,M:DET,wrong_target,They were planning to steal a very precious thing from Museum tonight .,They were planning to steal a very precious thing from the museum tonight .,"insert ""the""","This edit should insert ""a"".",EXPECT::expect-test-00005::gector_roberta_base::00143::10-10::insert::wrong_target,EXPECT::expect-test-00005::gector_roberta_base::00143::10-10::insert,negative,wrong_target,incorrect,incorrect,incorrect,acceptable_alternative,valid,valid,not_applicable,incorrect,not_applicable,not_provided,incorrect,not_provided,unfaithful,unfaithful,unfaithful,"Explanation gives the wrong target; either article could be grammatical, but the model inserted ""the"".","Explanation incorrectly says insert ""a"" instead of ""the"" before museum.",Explanation gives the wrong inserted article.,adjudicated_disagreement,adjudicated
r10-faith-02810,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,R:OTHER,explicit_template,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","replace ""ed"" with ""and""","This edit should replace ""ed"" with ""and"" at source span [70,71) for R:OTHER.",EXPECT::expect-test-00001::t5_base_grammar::00281::70-71::replace::explicit_template,EXPECT::expect-test-00001::t5_base_grammar::00281::70-71::replace,faithful_positive,,correct,correct,correct,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,partially_faithful,partially_faithful,partially_faithful,,,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-02953,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,R:MORPH,gee_style_automatic,I hope my house will win the champion next year .,I hope my house will win the championship next year.,"replace ""champion"" with ""championship""","The phrase near span [7,8) violates R:MORPH; use the correct morphological form.",EXPECT::expect-test-00006::t5_base_grammar::00295::7-8::replace::gee_style_automatic,EXPECT::expect-test-00006::t5_base_grammar::00295::7-8::replace,faithful_candidate,,partially_correct,partially_correct,partially_correct,valid,valid,valid,correct,partially_correct,partially_correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,partially_faithful,Explanation identifies the edited span and error type but does not specify the target word or contextual trigger.,Explanation identifies the general area and morphology issue but is vague and code-based.,Explanation identifies the relevant span but omits the actual target and gives only a vague morphology justification.,adjudicated_disagreement,adjudicated
r10-faith-02639,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,R:PREP,generic,"In my community , we are very interested at the environment and ecological things .","In my community, we are very interested in the environment and ecological things.","replace ""at"" with ""in""",The sentence has a grammar issue and should be improved.,EXPECT::expect-test-00000::t5_base_grammar::00263::8-9::replace::generic,EXPECT::expect-test-00000::t5_base_grammar::00263::8-9::replace,negative,generic,incorrect,incorrect,incorrect,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,unfaithful,unfaithful,unfaithful,,,,double_annotator_agreement,accepted_by_agreement_not_blind_audited
r10-faith-03101,edit_explanation_faithfulness,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,M:DET,masked_target_template,But such a high level of development of Egyptian civilization has a negative side as well as positive .,"There is a high level of development of Egyptian civilization, but there is a negative side as well as a positive side.","insert ""a""","This edit should insert ""[MASK]"" [MASK]t source span [17,17) for M:DET.",EXPECT::expect-test-00009::t5_base_grammar::00310::17-17::insert::masked_target_template,EXPECT::expect-test-00009::t5_base_grammar::00310::17-17::insert,faithful_positive_masked,,partially_correct,partially_correct,partially_correct,valid,valid,valid,not_applicable,not_applicable,not_applicable,not_provided,not_provided,not_provided,partially_faithful,partially_faithful,partially_faithful,Target word is masked; explanation gives no rule or contextual evidence.,"Explanation is garbled and masks the target, but indicates inserting a determiner.",,double_annotator_agreement,accepted_by_agreement_not_blind_audited
