item_id,priority,disagreement_count,disagreement_dimensions,dataset,model_key,model_family,model_behavior,error_type,explanation_type,source,model_prediction,model_edit,explanation,A_edit_alignment,B_edit_alignment,A_edit_validity,B_edit_validity,A_rule_correctness,B_rule_correctness,A_evidence,B_evidence,A_faithfulness,B_faithfulness,A_notes,B_notes,final_edit_alignment,final_edit_validity,final_rule_correctness,final_evidence,final_faithfulness,adjudication_notes
r10-faith-02572,P2,1,edit_validity_label,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,R:OTHER,rule_only,"At last , I was 10 out of 27 people .","Finally , I was 10 out of 27 people .","replace ""At last"" with ""Finally""",Apply the grammar rule indicated by the local context. The explanation intentionally omits the target edit.,incorrect,incorrect,valid,stylistic,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Generic explanation omits the actual edit.,Explanation is generic and does not identify the specific edit or rule.,incorrect,stylistic,not_applicable,not_provided,unfaithful,Explanation is generic and intentionally omits the target edit; the wording change is mainly stylistic.
r10-faith-02458,P0,5,"edit_alignment_label, edit_validity_label, rule_correctness_label, evidence_label, faithfulness_label",EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,R:VERB,swapped_across_sentence,"Luckily the operation was fine and she stopped come with me , and since that day I go on my own .","Luckily , the operation was fine and she stopped coming with me , and from that day I been on my own .","replace ""go"" with ""been""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,uncertain,invalid,uncertain,incorrect,uncertain,incorrect,uncertain,unfaithful,uncertain,"Explanation concerns an unrelated punctuation edit; replacing ""go"" with ""been"" leaves ""I been"" ungrammatical.",API failed,incorrect,invalid,incorrect,incorrect,unfaithful,Explanation is unrelated; model edit yields nonstandard “I been” without auxiliary.
r10-faith-01677,P2,1,evidence_label,EXPECT,gector_roberta_base,sequence-to-edit,overcorrection,M:PUNCT,wrong_rule,"i love my family especially my little sister , she has sixteen years old , i consider her my best friend because i usually tell her everything about my life .","I love my family , especially my little sister . She is sixteen years old . I consider her my best friend because I usually tell her everything about my life .","insert "",""",Use a comma because every grammar error here is punctuation-related.,partially_correct,partially_correct,valid,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,Explanation identifies comma insertion but gives a false rationale; other errors are capitalization and verb choice.,"Explanation overgeneralizes; not every error is punctuation-related, and comma reason is vague.",partially_correct,valid,incorrect,not_provided,unfaithful,Explanation mentions adding a comma but gives no location and falsely claims all errors are punctuation-related.
r10-faith-01986,P2,1,edit_validity_label,EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,R:NOUN,wrong_direction,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time length of 50 years from now .,A worldwide war is the only case in which we will see a dramatic change in peoples ' lives in 50 years from now .,"delete ""the time length of""","The sentence should change from """" back to ""the time length of"".",incorrect,incorrect,acceptable_alternative,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Explanation reverses the deletion; several temporal phrasings would be possible.,Explanation reverses the edit direction and misstates the change.,incorrect,acceptable_alternative,not_applicable,not_provided,unfaithful,Explanation reverses the deletion; edit removes an awkward phrase though other time-phrase corrections are possible.
r10-faith-01435,P2,3,"edit_validity_label, rule_correctness_label, evidence_label",EXPECT,gector_roberta_base,sequence-to-edit,wrong_correction,M:DET,wrong_target,They were planning to steal a very precious thing from Museum tonight .,They were planning to steal a very precious thing from the museum tonight .,"insert ""the""","This edit should insert ""a"".",incorrect,incorrect,acceptable_alternative,valid,not_applicable,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation gives the wrong target; either article could be grammatical, but the model inserted ""the"".","Explanation incorrectly says insert ""a"" instead of ""the"" before museum.",incorrect,valid,not_applicable,not_provided,unfaithful,Explanation gives the wrong inserted article.
r10-faith-02953,P2,1,rule_correctness_label,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,R:MORPH,gee_style_automatic,I hope my house will win the champion next year .,I hope my house will win the championship next year.,"replace ""champion"" with ""championship""","The phrase near span [7,8) violates R:MORPH; use the correct morphological form.",partially_correct,partially_correct,valid,valid,correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,Explanation identifies the edited span and error type but does not specify the target word or contextual trigger.,Explanation identifies the general area and morphology issue but is vague and code-based.,partially_correct,valid,partially_correct,partially_correct,partially_faithful,Explanation identifies the relevant span but omits the actual target and gives only a vague morphology justification.
r10-faith-03328,P2,2,"rule_correctness_label, evidence_label",EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,R:VERB,swapped_across_sentence,"i love my family especially my little sister , she has sixteen years old , i consider her my best friend because i usually tell her everything about my life .","i love my family, especially my little sister, who is sixteen years old, and I consider her my best friend because I usually tell her everything about my life.","replace ""has"" with ""is""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,valid,valid,incorrect,not_applicable,incorrect,not_provided,unfaithful,unfaithful,Explanation is from another edit/sentence and cites an unrelated orthographic change.,"Explanation refers to a different edit/span and does not describe replacing ""has"" with ""is"".",incorrect,valid,incorrect,incorrect,unfaithful,"Explanation concerns an unrelated punctuation edit, not replacing ""has"" with ""is""."
r10-faith-03327,P2,1,evidence_label,EXPECT,t5_base_grammar,sequence-to-sequence,correct_correction,R:VERB,wrong_rule,"i love my family especially my little sister , she has sixteen years old , i consider her my best friend because i usually tell her everything about my life .","i love my family, especially my little sister, who is sixteen years old, and I consider her my best friend because I usually tell her everything about my life.","replace ""has"" with ""is""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation refers to punctuation, not the verb change for age expression.","Explanation discusses punctuation/comma use, not the 'has'→'is' age construction edit.",incorrect,valid,incorrect,not_provided,unfaithful,"Explanation discusses punctuation, not the has-to-is age construction edit."
r10-faith-02650,P0,2,"rule_correctness_label, faithfulness_label",EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:SPELL,explicit_template,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","replace ""chanched"" with ""changed""","This edit should replace ""chanched"" with ""changed"" at source span [2,3) for R:SPELL.",correct,correct,valid,valid,correct,not_applicable,not_provided,not_provided,faithful,partially_faithful,,,correct,valid,not_applicable,not_provided,partially_faithful,Explanation identifies or references the edit but gives no rule or contextual evidence.
r10-faith-03963,P1,3,"edit_alignment_label, rule_correctness_label, evidence_label",EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:NOUN,gee_style_automatic,public transportation . day by day folk are more crazy about own vehicles which leads dark future for public transportation,"Public transportation. Day by day people are more crazy about own vehicles, which leads to a dark future for public transportation.","replace ""folk"" with ""people""","The phrase near span [6,7) violates R:NOUN; use the noun number or noun form required by the sentence.",partially_correct,incorrect,stylistic,stylistic,incorrect,not_applicable,not_provided,incorrect,unfaithful,unfaithful,People is a stylistic/register substitution; no noun-number requirement forces it.,"Explanation is generic and cites an opaque rule/span rather than the lexical replacement of ""folk"" with ""people"".",partially_correct,stylistic,incorrect,not_provided,unfaithful,"The span points to the edit, but “folk” is not a noun-number/form error; change is mainly lexical/register."
r10-faith-03639,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,generic,"The city has many projects such as "" Keep it clean , keep it beauty "" , the goal of which is to promote proper disposal in the public areas .","The city has many projects such as "" Keep it clean , keep it beautiful "", the goal of which is to promote proper disposal in the public areas.","replace ""areas ."" with ""areas.""",The sentence has a grammar issue and should be improved.,incorrect,incorrect,valid,stylistic,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,,Generic explanation does not identify the specific punctuation spacing edit.,incorrect,valid,not_applicable,not_provided,unfaithful,Generic explanation does not identify the punctuation spacing edit.
r10-faith-03784,P1,3,"edit_alignment_label, edit_validity_label, rule_correctness_label",EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,rule_grounded_automatic,"According to l'Academie Français , all literature of the Neoclassic period must follow the rules of propriety which regulated the author should avoid certain topics , including sex , violence , church , and state issues .","According to l'Academie Français, all literature of the Neoclassic period must follow the rules of propriety which regulated the author should avoid certain topics, including sex , violence , church , and state issues.","replace ""topics ,"" with ""topics,""","Correct spelling, casing, spacing, or another orthographic form. In this sentence, the evidence is around ""topics"".",partially_correct,correct,valid,stylistic,correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,Identifies orthographic spacing near topics but not the exact comma-spacing change.,The edit removes an extra space before a comma; the explanation is generic but broadly orthographic.,partially_correct,valid,partially_correct,partially_correct,partially_faithful,Explanation identifies the spacing/orthographic issue near the edit but does not specify the exact comma-space change.
r10-faith-03148,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,M:VERB,swapped_across_sentence,"Until dawn all of them had got out , so they sacred until they found a refuge .","Until dawn, all of them had got out, so they were sacred until they found a refuge.","insert ""were""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,invalid,valid,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,Explanation is swapped from another item; insertion creates contextually wrong “were sacred” rather than “were scared.”,Explanation refers to an unrelated punctuation edit and nonexistent text.,incorrect,invalid,incorrect,incorrect,unfaithful,"Explanation concerns a nonexistent comma edit; inserted ""were"" leaves contextually wrong ""sacred""."
r10-faith-03286,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,wrong_direction,Computers have had a most significant impact on the people in the latter 1/2 of the 20th century .,Using the Internet for the first time since the beginning of the 20th century.,"replace ""century ."" with ""century.""","The sentence should change from ""century."" back to ""century ."".",incorrect,incorrect,valid,stylistic,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Explanation reverses the punctuation-spacing edit direction.,Explanation reverses the edit direction; model removes space before period.,incorrect,valid,not_applicable,not_provided,unfaithful,Explanation reverses the edit direction; the model removes the space before the period.
r10-faith-03037,P2,2,"edit_validity_label, evidence_label",EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,wrong_rule,"I 'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an Excellent choice for me and My favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I ca n't imagine one week without going there that would drive me nuts I advise everyone to go there and enjoy their time there , also this restaurant has a relative advantage in hygiene really It 's excellent The striking thing for anyone despite all of these advantages the prices are not expensive .","I'd like to tell you about my favorite restaurant its name is "" Lemon "" I go there every week it has different food to other restaurants I 'd like chicken crispy with garlic sauce It 's an excellent choice for me and my favorite appitizer is susage and in order that dessert I 'd like "" Vadge "" cake with chocolate sauce I feel at ease when I go there I enjoy classical music while having lunch about the service It 's very good and all the staff are respectable I can't imagine","replace ""My"" with ""my""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,stylistic,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation concerns a comma/punctuation, not the capitalization edit.","Explanation discusses comma/punctuation, not the capitalization edit of ""My"" to ""my"".",incorrect,valid,incorrect,not_provided,unfaithful,"Explanation describes a comma/punctuation issue, not the capitalization change from ""My"" to ""my""."
r10-faith-02735,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,overcorrection,R:ORTH,wrong_target,"Technology has chanched people 's lives a lot . In fact we can think how different is our life compared either to our parents ' or our grandparents ' lives . For example my parents did n't watch tv , because there was n't any tv in the world when they were young.but that is n't the only difference : we can think about the mobile phone , the computer ed finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives .","Technology has changed people's lives a lot. In fact, we can think about how different our lives are compared to our parents' or grandparents' lives. For example, my parents didn't watch tv because there wasn't any tv in the world when they were young.but that isn't the only difference : we can think about the mobile phone , the computer and finally the internet.our grandparents could n't have imagined a strange machine like the computer in their lives.","replace ""parents '"" with ""parents'""","This edit should replace ""the"".",incorrect,incorrect,valid,stylistic,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,"Explanation refers to replacing ""the"", not the possessive spacing edit.","Explanation refers to replacing ""the"", which is unrelated to the possessive spacing edit.",incorrect,valid,not_applicable,not_provided,unfaithful,"Explanation refers to replacing ""the"", not the possessive spacing edit."
r10-faith-03170,P0,3,"edit_alignment_label, edit_validity_label, faithfulness_label",EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:PRON,explicit_template,What a wonderful day ! There is April now and finally spring has come .,"Then, there is April now, and finally spring has come.","replace ""! There"" with ""there""","This edit should replace ""! There"" with ""there"" at source span [4,6) for R:PRON.",correct,incorrect,stylistic,invalid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,unfaithful,The explanation copies the edit; the punctuation/capitalization change is part of an optional rewrite.,"The model prediction adds ""Then,"" and a comma, so the edit span does not match; explanation omits punctuation changes and gives no rule.",correct,stylistic,not_applicable,not_provided,partially_faithful,"Explanation copies the edit; the punctuation/capitalization change is part of a broader stylistic rewrite, not a clear grammatical correction."
r10-faith-03913,P2,1,evidence_label,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:VERB:TENSE,gee_style_automatic,The last time who I was there I have eat the best pizza that I have ever eaten in my life .,"The last time I was there, I have eaten the best pizza that I have ever eaten in my life.","replace ""eat"" with ""eaten""","The phrase near span [9,10) violates R:VERB:TENSE; use the verb form required by the subject and tense.",partially_correct,partially_correct,valid,valid,partially_correct,partially_correct,not_provided,partially_correct,partially_faithful,partially_faithful,The edit is identified by span but target and auxiliary evidence are not specified.,Explanation identifies the verb-form issue but is vague about the required perfect auxiliary context.,partially_correct,valid,partially_correct,not_provided,partially_faithful,Explanation identifies the verb-form issue but omits the target and the auxiliary have as evidence.
r10-faith-03759,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:NOUN,generic,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time length of 50 years from now .,A worldwide war is the only case in which we would see a dramatic change in peoples lives in the time period of 50 years from now.,"replace ""length"" with ""period""",The sentence has a grammar issue and should be improved.,incorrect,incorrect,valid,stylistic,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,,Generic explanation does not identify the specific lexical edit.,incorrect,valid,not_applicable,not_provided,unfaithful,Explanation does not align with the displayed atomic model edit.
r10-faith-03434,P0,3,"edit_alignment_label, evidence_label, faithfulness_label",EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:SPELL,rule_grounded_automatic,In the end I think if many people want the Monarchy to be ablished a general election should be called and then see if the Monarchy should be abolished .,"In the end, I think if many people want the monarchy to be established, a general election should be called and then see if the monarchy should be abolished.","replace ""ablished"" with ""established,""","Apply the grammar rule indicated by the local context. In this sentence, the evidence is around ""ablished"".",partially_correct,incorrect,invalid,invalid,not_applicable,not_applicable,not_provided,incorrect,partially_faithful,unfaithful,"The edit identifies the typo location but changes likely intended ""abolished"" to semantically wrong ""established.""",Edit misspells/inserts wrong word and adds comma; explanation is generic with false evidence.,incorrect,invalid,not_applicable,partially_correct,unfaithful,Explanation is generic and omits the actual replacement; edit changes intended meaning from abolished to established.
r10-faith-03178,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:PRON,swapped_across_sentence,What a wonderful day ! There is April now and finally spring has come .,"Then, there is April now, and finally spring has come.","replace ""! There"" with ""there""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,uncertain,invalid,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,Explanation is from another item; validity depends on overlapping replacement of the preceding phrase.,Explanation refers to unrelated text and does not describe the displayed edit.,incorrect,invalid,incorrect,incorrect,unfaithful,Explanation is from another sentence; the atomic edit would create an ungrammatical sequence if applied alone.
r10-faith-03176,P2,1,edit_validity_label,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:PRON,wrong_direction,What a wonderful day ! There is April now and finally spring has come .,"Then, there is April now, and finally spring has come.","replace ""! There"" with ""there""","The sentence should change from ""there"" back to ""! There"".",incorrect,incorrect,stylistic,invalid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Explanation reverses the direction of the edit.,Explanation reverses the edit direction and the model edit itself is ungrammatical.,incorrect,stylistic,not_applicable,not_provided,unfaithful,Explanation reverses the edit direction; the punctuation/capitalization change is mainly part of a rewrite.
r10-faith-03917,P2,1,evidence_label,EXPECT,t5_base_grammar,sequence-to-sequence,wrong_correction,R:VERB:TENSE,wrong_rule,The last time who I was there I have eat the best pizza that I have ever eaten in my life .,"The last time I was there, I have eaten the best pizza that I have ever eaten in my life.","replace ""eat"" with ""eaten""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,valid,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"Explanation concerns punctuation/comma, not the participle edit after have.","Explanation describes a comma/punctuation edit, not the verb form change from eat to eaten.",incorrect,valid,incorrect,not_provided,unfaithful,"Explanation concerns punctuation/comma, not the verb-form edit after auxiliary have."
r10-faith-04100,P0,5,"edit_alignment_label, edit_validity_label, rule_correctness_label, evidence_label, faithfulness_label",JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:PUNCT,explicit_template,Thus even today sex is considered as the least important topic in many parts of India . ,"Thus , even today , sex is considered as the least important topic in many parts of India .","insert "",""","This edit should insert "","" at source span [1,1) for M:PUNCT.",correct,uncertain,valid,uncertain,not_applicable,uncertain,not_provided,uncertain,partially_faithful,uncertain,,API failed,correct,valid,not_applicable,not_provided,partially_faithful,Explanation identifies the comma insertion but provides no linguistic rule or contextual evidence.
r10-faith-05413,P1,2,"edit_alignment_label, rule_correctness_label",JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:DET,gee_style_automatic,"In the lecture , however , professor oppose the reading statement . ","In the lecture , however , the professor opposed the reading statement .","insert ""the""","The phrase near span [6,6) violates M:DET; use an article or determiner licensed by the noun phrase.",partially_correct,correct,valid,valid,correct,partially_correct,partially_correct,partially_correct,partially_faithful,partially_faithful,"Explanation identifies a determiner insertion but does not specify target ""the"" or name ""professor"".","Edit is correctly identified, but the explanation uses opaque error-code notation and does not specify the inserted article ""the"".",partially_correct,valid,correct,partially_correct,partially_faithful,"Explanation identifies the missing determiner location but does not specify the target article ""the""."
r10-faith-04594,P2,1,evidence_label,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,R:SPELL,rule_grounded_automatic,And young people spend time more ther lifestile . ,And young people spend time their lives .,"replace ""ther"" with ""their""","Apply the grammar rule indicated by the local context. In this sentence, the evidence is around ""ther"".",partially_correct,partially_correct,valid,valid,not_applicable,not_applicable,not_provided,partially_correct,partially_faithful,partially_faithful,Explanation identifies the relevant token but gives no target or specific rule.,Explanation is vague; it identifies the general area but gives no specific rule.,partially_correct,valid,not_applicable,not_provided,partially_faithful,"Explanation points to the edited token but gives no target, rule, or specific contextual evidence."
r10-faith-04348,P2,1,edit_validity_label,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:PUNCT,swapped_across_sentence,"Also the work of the media , television , magazines , and every stuff made for publicity affects the emotions of many people around the world , encouraging them to buy and buy anything they can . ","Also , the work of the media , television , magazines , and every stuff made for publicity affects the emotions of many people around the world , encouraging them to buy and buy anything they can .","insert "",""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,stylistic,valid,incorrect,incorrect,incorrect,incorrect,unfaithful,unfaithful,"Explanation refers to a different word and edit; comma after sentence-initial ""Also"" is optional punctuation.","Explanation refers to a nonexistent ""community"" span and a replacement, not the comma insertion after ""Also"".",incorrect,valid,incorrect,incorrect,unfaithful,"Explanation refers to a nonexistent community punctuation-spacing edit, not the comma inserted after sentence-initial Also."
r10-faith-04706,P2,1,rule_correctness_label,JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,R:SPELL,wrong_direction,If in this society who will not to do study they never concept there opportunity or ca n't understand any ideas so most of the important that in this situation and I also very interestion and also prefer that for the study material . ,"If in this society will not study , they never notice the opportunity or ca n't understand any ideas , so most of the important in this situation , and I am also very interested and also prefer that to the study material .","replace ""interestion"" with ""interested""","The sentence should change from ""interested"" back to ""interestion"".",incorrect,incorrect,valid,valid,not_applicable,incorrect,not_provided,not_provided,unfaithful,unfaithful,Explanation reverses the model edit direction.,Explanation reverses source and target and gives the wrong direction.,incorrect,valid,not_applicable,not_provided,unfaithful,Explanation reverses the edit direction.
r10-faith-04107,P0,4,"edit_validity_label, rule_correctness_label, evidence_label, faithfulness_label",JFLEG,gector_roberta_base,sequence-to-edit,correct_correction,M:PUNCT,wrong_rule,Thus even today sex is considered as the least important topic in many parts of India . ,"Thus , even today , sex is considered as the least important topic in many parts of India .","insert "",""",Use a comma because every grammar error here is punctuation-related.,partially_correct,partially_correct,valid,stylistic,not_applicable,incorrect,not_provided,incorrect,partially_faithful,unfaithful,Explanation says to use a comma but gives no location or comma rule.,Comma insertion is stylistic; explanation overgeneralizes and gives no specific rule.,partially_correct,valid,not_applicable,not_provided,partially_faithful,Explanation identifies comma insertion but gives no location or comma-placement rule.
r10-faith-05213,P0,2,"edit_alignment_label, faithfulness_label",JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:PART,gee_style_automatic,"If every people thinks to learn and understand lots of scientifc subjects , any person will do not do it and as a result of this any science is n't imporeved . ","If everybody thinks about learning and understanding lots of scientific subjects , people will not do it and , as a result of this , any science will n't improve .","replace ""to"" with ""about""","The phrase near span [4,5) violates R:PART; apply the grammar rule indicated by the local context.",partially_correct,incorrect,valid,valid,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,unfaithful,"Explanation points to the edit location/type but does not specify replacing ""to"" with ""about"" or give a rule.",Explanation is generic and does not describe the specific 'to'→'about' edit.,partially_correct,valid,not_applicable,not_provided,partially_faithful,"Span points to the edited token, but the target and actual preposition-selection rule are not specified."
r10-faith-04464,P2,1,evidence_label,JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:DET,rule_grounded_automatic,One person if do n't have good health that means so many things they could lost . ,"One person does n't have good health , which means so many things they could lose .","replace ""that"" with ""which""","Use an article or determiner licensed by the noun phrase. In this sentence, the evidence is around ""that"".",partially_correct,partially_correct,valid,valid,incorrect,incorrect,incorrect,partially_correct,unfaithful,unfaithful,"Explanation refers to ""that"" but gives a false determiner/article rule for a relative pronoun edit.","Edit is correctly located, but the rule about articles/determiners is irrelevant to replacing 'that' with 'which'.",incorrect,valid,incorrect,incorrect,unfaithful,"Explanation treats the edit as article/determiner use, not replacing clause connector ""that"" with ""which""."
r10-faith-04952,P2,1,edit_validity_label,JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:PART,rule_only,In the case of young people the best way is studying as hard as possible to get better grades so in the future they will have better chance to find better jobs . ,"In the case of young people , the best way is to study as hard as possible to get better grades , so in the future they will have a better chance of finding better jobs .","replace ""to"" with ""of""",Apply the grammar rule indicated by the local context. The explanation intentionally omits the target edit.,incorrect,incorrect,stylistic,valid,not_applicable,not_applicable,not_provided,not_provided,unfaithful,unfaithful,Explanation is generic and omits the edit; chance to find/of finding are both acceptable.,Explanation is generic and does not identify the preposition edit.,incorrect,stylistic,not_applicable,not_provided,unfaithful,Explanation is generic and omits the actual target; chance to find/of finding are both acceptable here.
r10-faith-04088,P2,2,"rule_correctness_label, evidence_label",JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:SPELL,swapped_across_sentence,Here was no promise of morning except that we looked up through the trees we saw how low the forest had swung . ,There was no promise of morning except when we looked up through the trees we saw how low the forest had swung .,"replace ""Here"" with ""There""","This edit should replace ""community ,"" with ""community,"" for R:ORTH.",incorrect,incorrect,valid,valid,incorrect,not_applicable,incorrect,not_provided,unfaithful,unfaithful,"Explanation concerns an unrelated comma-spacing edit, not the Here-to-There edit.","Explanation refers to an unrelated punctuation edit, not the current word replacement.",incorrect,valid,incorrect,incorrect,unfaithful,Explanation concerns an unrelated comma-spacing edit not present in this item.
r10-faith-04906,P2,2,"rule_correctness_label, evidence_label",JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:VERB:TENSE,wrong_direction,"But in other waythismakes other way country need to pay extra money to make , repair the roads What they did is reduce the amount of gas consumers , high the gas tax , and low the income tax because they thought , only rise the gas tax is unfair . ","But in other ways , other countries need to pay extra money to repair the roads . What they did was reduce the amount of gas consumers , lower the gas tax , and lower the income tax , because they thought rising the gas tax was unfair .","replace ""is"" with ""was""","The sentence should change from ""was"" back to ""is"".",incorrect,incorrect,valid,valid,not_applicable,incorrect,not_provided,incorrect,unfaithful,unfaithful,Explanation reverses the edit.,Explanation reverses source/target and describes the opposite change.,incorrect,valid,not_applicable,not_provided,unfaithful,Explanation reverses the model edit direction.
r10-faith-04957,P2,2,"edit_validity_label, evidence_label",JFLEG,gector_roberta_base,sequence-to-edit,overcorrection,R:PART,wrong_rule,In the case of young people the best way is studying as hard as possible to get better grades so in the future they will have better chance to find better jobs . ,"In the case of young people , the best way is to study as hard as possible to get better grades , so in the future they will have a better chance of finding better jobs .","replace ""to"" with ""of""",Use a comma because every grammar error here is punctuation-related.,incorrect,incorrect,stylistic,valid,incorrect,incorrect,not_provided,incorrect,unfaithful,unfaithful,"The explanation discusses commas, not the preposition edit; ""chance to find"" is already acceptable.","Explanation describes punctuation edits, not the preposition change from ""to"" to ""of"".",incorrect,stylistic,incorrect,not_provided,unfaithful,"Explanation concerns punctuation, not the preposition edit; chance to find/of finding are both acceptable constructions."
r10-faith-04719,P0,5,"edit_alignment_label, edit_validity_label, rule_correctness_label, evidence_label, faithfulness_label",JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,R:OTHER,generic,If in this society who will not to do study they never concept there opportunity or ca n't understand any ideas so most of the important that in this situation and I also very interestion and also prefer that for the study material . ,"If in this society will not study , they never notice the opportunity or ca n't understand any ideas , so most of the important in this situation , and I am also very interested and also prefer that to the study material .","replace ""for"" with ""to""",The sentence has a grammar issue and should be improved.,incorrect,uncertain,valid,uncertain,not_applicable,uncertain,not_provided,uncertain,unfaithful,uncertain,,API failed,incorrect,valid,not_applicable,not_provided,unfaithful,Explanation does not align with the displayed atomic model edit.
r10-faith-04631,P2,1,edit_validity_label,JFLEG,gector_roberta_base,sequence-to-edit,wrong_correction,R:OTHER,masked_target_template,If in this society who will not to do study they never concept there opportunity or ca n't understand any ideas so most of the important that in this situation and I also very interestion and also prefer that for the study material . ,"If in this society will not study , they never notice the opportunity or ca n't understand any ideas , so most of the important in this situation , and I am also very interested and also prefer that to the study material .","insert "",""","This edit should insert ""[MASK]"" at source span [10[MASK]10) for R:OTHER.",partially_correct,partially_correct,valid,uncertain,not_applicable,not_applicable,not_provided,not_provided,partially_faithful,partially_faithful,Target punctuation is masked; explanation gives span but no linguistic justification.,Explanation uses masked target and opaque span notation; multiple comma edits exist.,partially_correct,valid,not_applicable,not_provided,partially_faithful,The explanation identifies an insertion at the correct span but masks the comma and gives no linguistic justification.
